Article Title,Source Title,"Times Cited, All Databases",Publication Year
Merging evolutionary history into species interaction networks,FUNCTIONAL ECOLOGY,37,2016
Different evolutionary trajectories of vaccine-controlled and non-controlled avian infectious bronchitis viruses in commercial poultry,PLOS ONE,51,2017
Phylogenomics and phylodynamics of SARS-CoV-2 genomes retrieved from India,FUTURE VIROLOGY,5,2020
Systems level analysis of the Chlamydomonas reinhardtii metabolic network reveals variability in evolutionary co-conservation,MOLECULAR BIOSYSTEMS,10,2016
Reconstructing Tree-Child Networks from Reticulate-Edge-Deleted Subnetworks,BULLETIN OF MATHEMATICAL BIOLOGY,11,2019
An exploration of alternative visualisations of the basic helix-loop-helix protein interaction network,BMC BIOINFORMATICS,7,2007
SuperQ: Computing Supernetworks from Quartets,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,56,2013
On the complexity of computing the temporal hybridization number for two phylogenies,DISCRETE APPLIED MATHEMATICS,10,2013
Phylogenetic comparison of metabolic capacities of organisms at genome level,MOLECULAR PHYLOGENETICS AND EVOLUTION,45,2004
Haplotype Distribution and Evolutionary Pattern of miR-17 and miR-124 Families Based on Population Analysis,PLOS ONE,27,2009
Inferring pedigree graphs from genetic distances,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,2,2008
Metabolic network motifs can provide novel insights into evolution: The evolutionary origin of Eukaryotic organelles as a case study,COMPUTATIONAL BIOLOGY AND CHEMISTRY,4,2014
Reconstruction of phyletic trees by global alignment of multiple metabolic networks,BMC BIOINFORMATICS,5,2013
Inference and Evolutionary Analysis of Genome-Scale Regulatory Networks in Large Phylogenies,CELL SYSTEMS,27,2017
Integration of Contact Tracing and Phylogenetics in an Investigation of Acute HIV Infection,SEXUALLY TRANSMITTED DISEASES,19,2018
A cubic-time algorithm for computing the trinet distance between level-1 networks,INFORMATION PROCESSING LETTERS,0,2017
Constructing Tree-Child Networks from Distance Matrices,ALGORITHMICA,10,2018
Biochemical and phylogenetic networks-I: hypertrees and corona products,JOURNAL OF MATHEMATICAL CHEMISTRY,6,2021
Explaining phylogenetic network analysis of SARS-CoV-2 genomes,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,14,2020
Attaching leaves and picking cherries to characterise the hybridisation number for a set of phylogenies,ADVANCES IN APPLIED MATHEMATICS,12,2019
A Novel Method for Alignment-free DNA Sequence Similarity Analysis Based on the Characterization of Complex Networks,EVOLUTIONARY BIOINFORMATICS,11,2016
An Alternative Construction of Internodons: The Emergence of a Multi-level Tree of Life,BULLETIN OF MATHEMATICAL BIOLOGY,1,2015
Polynomial invariants for cactuses,INFORMATION PROCESSING LETTERS,0,2023
Evolutionary History and Ecological Processes Shape a Local Multilevel Antagonistic Network,CURRENT BIOLOGY,51,2013
TNet: Transmission Network Inference Using Within-Host Strain Diversity and its Application to Geographical Tracking of COVID-19 Spread,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,4,2022
Tree-Child Cluster Networks,FUNDAMENTA INFORMATICAE,1,2014
"Related plants tend to share pollinators and herbivores, but strength of phylogenetic signal varies among plant families",NEW PHYTOLOGIST,16,2020
Broccoli: Combining Phylogenetic and Network Analyses for Orthology Assignment,MOLECULAR BIOLOGY AND EVOLUTION,36,2020
Phylogenetic supergraphs,CLADISTICS,2,2022
Novel human metapneumovirus sublineage,EMERGING INFECTIOUS DISEASES,129,2006
On the fixed parameter tractability of agreement-based phylogenetic distances,JOURNAL OF MATHEMATICAL BIOLOGY,11,2017
Nitrogen addition altered the plant-arbuscular mycorrhizal fungi network through reducing redundant interactions in an alpine meadow,SOIL BIOLOGY & BIOCHEMISTRY,6,2022
An individual-based model for the eco-evolutionary emergence of bipartite interaction networks,ECOLOGY LETTERS,17,2020
Phylogenetically informed logic relationships improve detection of biological network organization,BMC BIOINFORMATICS,3,2011
Molecular evidence revealed Lepus hainanus and L. peguensis have a conspecific relationship,MITOCHONDRIAL DNA PART A,2,2016
How effective are protected areas in conserving tree taxonomic and phylogenetic diversity in subtropical Brazilian Atlantic Forests?,JOURNAL FOR NATURE CONSERVATION,9,2018
Deep Residual Neural Networks Resolve Quartet Molecular Phylogenies,MOLECULAR BIOLOGY AND EVOLUTION,22,2020
An exploratory study on the social and genotypic clustering of HIV infection in men having sex with men,AIDS,32,2009
Pruned median networks: A technique for reducing the complexity of median networks,MOLECULAR PHYLOGENETICS AND EVOLUTION,20,2001
Unicyclic networks: Compatibility and enumeration,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,20,2006
ENJ algorithm can construct triple phylogenetic trees,MOLECULAR THERAPY NUCLEIC ACIDS,11,2021
How phylogeny shapes the taxonomic and functional structure of plant-insect networks,OECOLOGIA,28,2016
Effects of phylogenetic associations on environmental and temporal niche partitioning among sympatric mammals,BASIC AND APPLIED ECOLOGY,0,2024
"Utility of nuclear allele networks for the analysis of closely related species in the genus Carabus, subgenus Ohomopterus",SYSTEMATIC BIOLOGY,20,2006
Phylogeny of 19 Indigenous Sheep Populations in Northwestern China Inferred from Mitochondrial DNA Control Region,ASIAN JOURNAL OF ANIMAL AND VETERINARY ADVANCES,11,2011
Phylogenomic analyses reveal a deep history of hybridization and polyploidy in the Neotropical genus Lachemilla (Rosaceae),NEW PHYTOLOGIST,109,2018
Effects of host extinction and vector preferences on vector-borne disease risk in phylogenetically structured host-hector communities,PLOS ONE,0,2021
Biogeographical Network Analysis of Cretaceous Terrestrial Tetrapods: A Phylogeny-Based Approach,SYSTEMATIC BIOLOGY,4,2019
Treewidth-based algorithms for the small parsimony problem on networks,ALGORITHMS FOR MOLECULAR BIOLOGY,3,2022
"Toward a phylogenetic chronology of ancient Gaulish, Celtic, and Indo-European",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,55,2003
Constructing phylogenetic supernetworks based on simulated annealing,MOLECULAR PHYLOGENETICS AND EVOLUTION,5,2012
A phylogenetic perspective on ecological specialisation reveals hummingbird and insect pollinators have generalist diets,OIKOS,1,2024
Consensus networks: A method for visualising incompatibilities in collections of trees,"ALGORITHMS IN BIOINFORMATICS, PROCEEDINGS",104,2003
TriLoNet: Piecing Together Small Networks to Reconstruct Reticulate Evolutionary Histories,MOLECULAR BIOLOGY AND EVOLUTION,16,2016
A genotype network reveals homoplastic cycles of convergent evolution in influenza A (H3N2) haemagglutinin,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,19,2014
Population genetic structure and historical demography of Oratosquilla oratoria revealed by mitochondrial DNA sequences,RUSSIAN JOURNAL OF GENETICS,4,2012
An Ultrafast Tool for Minimum Reticulate Networks,JOURNAL OF COMPUTATIONAL BIOLOGY,17,2013
I-HEDGE: determining the optimum complementary sets of taxa for conservation using evolutionary isolation,PEERJ,16,2016
Tree of Life Based on Genome Context Networks,PLOS ONE,14,2008
Analysis of a hyper-diverse seed dispersal network: modularity and underlying mechanisms,ECOLOGY LETTERS,235,2011
Phylogenetic relatedness drives protist assembly in marine and terrestrial environments,GLOBAL ECOLOGY AND BIOGEOGRAPHY,10,2021
Spatial overlaps between the global protected areas network and terrestrial hotspots of evolutionary diversity,GLOBAL ECOLOGY AND BIOGEOGRAPHY,47,2019
Metrics on Multilabeled Trees: Interrelationships and Diameter Bounds,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,23,2011
Effects of phenotypic complementarity and phylogeny on the nested structure of mutualistic networks,OIKOS,134,2007
Taxon Selection under Split Diversity,SYSTEMATIC BIOLOGY,27,2009
Phylogenomics and molecular evolution of polyomaviruses,POLYOMAVIRUSES AND HUMAN DISEASES,15,2006
A new efficient algorithm for inferring explicit hybridization networks following the Neighbor-Joining principle,JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY,6,2014
HybridNET: a tool for constructing hybridization networks,BIOINFORMATICS,21,2010
Global patterns in anuran-prey networks: structure mediated by latitude,OIKOS,21,2019
Venue-Based Networks May Underpin HCV Transmissions amongst HIV-Infected Gay and Bisexual Men,PLOS ONE,8,2016
From Gene Trees to a Dated Allopolyploid Network: Insights from the Angiosperm Genus Viola (Violaceae),SYSTEMATIC BIOLOGY,105,2015
The phylogenetic component of food web structure and intervality,THEORETICAL ECOLOGY,23,2016
Molecular Taxonomy of Conogethes punctiferalis and Conogethes pinicolalis (Lepidoptera: Crambidae) Based on Mitochondrial DNA Sequences,JOURNAL OF INTEGRATIVE AGRICULTURE,9,2014
"Genomic, Network, and Phylogenetic Analysis of the Oomycete Effector Arsenal",MSPHERE,71,2017
"Maximum likelihood of phylogenetic networks (vol 22, pg 2604, 2006)",BIOINFORMATICS,0,2007
Reconstruction and evolution of metabolic networks across a phylogenetic tree,FASEB JOURNAL,0,2013
Phylogenetic analysis of metabolic pathways,JOURNAL OF MOLECULAR EVOLUTION,75,2001
Short Communication: Lack of Support for Socially Connected HIV-1 Transmission Among Young Adult Black Men Who Have Sex with Men,AIDS RESEARCH AND HUMAN RETROVIRUSES,5,2017
Structure and evolution of transcriptional regulatory networks,CURRENT OPINION IN STRUCTURAL BIOLOGY,655,2004
Incorporating phylogenetic information for the definition of floristic districts in hyperdiverse Amazon forests: Implications for conservation,ECOLOGY AND EVOLUTION,13,2017
Inferring explicit weighted consensus networks to represent alternative evolutionary histories,BMC EVOLUTIONARY BIOLOGY,3,2013
Large-scale reconstruction and phylogenetic analysis of metabolic environments,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,194,2008
Counting phylogenetic networks with few reticulation vertices: A second approach,DISCRETE APPLIED MATHEMATICS,2,2022
Dissecting the Human Protein-Protein Interaction Network via Phylogenetic Decomposition,SCIENTIFIC REPORTS,22,2014
Recovering normal networks from shortest inter-taxa distance information,JOURNAL OF MATHEMATICAL BIOLOGY,10,2018
"Tree-Based Unrooted Phylogenetic Networks (vol 80, pg 404, 2018)",BULLETIN OF MATHEMATICAL BIOLOGY,1,2019
Selecting herb-rich forest networks to protect different measures of biodiversity,ECOLOGICAL APPLICATIONS,11,2001
Phylogenomic evidence for a recent and rapid radiation of lizards in the Patagonian Liolaemus fitzingerii species group,MOLECULAR PHYLOGENETICS AND EVOLUTION,18,2018
High specialization and limited structural change in plant-herbivore networks along a successional chronosequence in tropical montane forest,ECOGRAPHY,19,2019
PADRE: a package for analyzing and displaying reticulate evolution,BIOINFORMATICS,33,2009
Generating functions for multi-labeled trees,DISCRETE APPLIED MATHEMATICS,9,2013
Phylogenetic Profiling for Probing the Modular Architecture of the Human Genome,CELL SYSTEMS,21,2015
Decoupled responses of biodiversity facets driven from anuran vulnerability to climate and land-use changes,ECOLOGY LETTERS,2,2023
Transcriptomic and phylogenetic analysis of a bacterial cell cycle reveals strong associations between gene co-expression and evolution,BMC GENOMICS,42,2013
Phylophenetic properties of metabolic pathway topologies as revealed by global analysis,BMC BIOINFORMATICS,26,2006
Evolutionary analysis of apolipoprotein E by Maximum Likelihood and complex network methods,GENETICS AND MOLECULAR BIOLOGY,5,2016
"PhyloString: A web server designed to identify, visualize, and evaluate functional relationships between orthologous protein groups across different phylogenetic lineages",PLOS ONE,0,2024
Phylogenetic diversity and the functioning of ecosystems,ECOLOGY LETTERS,468,2012
Genetic characterization of the Turkish gray hamster (Cricetulus migratorius) based on mitochondrial cytochrome b and 12S rRNA sequences,MITOCHONDRIAL DNA PART A,2,2018
"High similarity of phylogenetic profiles of rate-limiting enzymes with inhibitory relation in Human, Mouse, Rat, budding Yeast and E. coli",BMC GENOMICS,12,2011
Unifying Vertical and Nonvertical Evolution: A Stochastic ARG-based Framework,SYSTEMATIC BIOLOGY,47,2010
A Bayesian approach to infer recombination patterns in coronaviruses,NATURE COMMUNICATIONS,17,2022
A Fixed-Parameter Tractable Algorithm for Finding Agreement Cherry-Reduced Subnetworks in Level-1 Orchard Networks,JOURNAL OF COMPUTATIONAL BIOLOGY,0,2024
"Marine bacterioplankton consortia follow deterministic, non-neutral community assembly rules",AQUATIC MICROBIAL ECOLOGY,9,2017
Evolutionary networks from RADseq loci point to hybrid origins of Medicago carstiensis and Medicago cretacea,AMERICAN JOURNAL OF BOTANY,4,2019
"A network-based approach to identifying correlations between phylogeny, morphological traits and occurrence of fish species in US river basins",PLOS ONE,0,2023
An information-theoretic method for the treatment of plural ancestry in phylogenetics,MOLECULAR BIOLOGY AND EVOLUTION,2,2008
Marine protected areas are insufficient to conserve global marine plant diversity,GLOBAL ECOLOGY AND BIOGEOGRAPHY,15,2016
Exploring contradictory phylogenetic relationships in yeasts,FEMS YEAST RESEARCH,24,2008
"Impact of worker emigration on HIV epidemics in labour export areas: a molecular epidemiology investigation in Guangyuan, China",SCIENTIFIC REPORTS,26,2018
Phylogenomic analysis of gene co-expression networks reveals the evolution of functional modules,PLANT JOURNAL,66,2017
"Ecological interaction and phylogeny, studying functionality on composed networks",PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2,2012
Identification of apomorphies and the role of groundpatterns in molecular systematics,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,11,1996
Phylomemetics-Evolutionary Analysis beyond the Gene,PLOS BIOLOGY,29,2011
Phylogenetic relationship of Picea mongolica with other Picea species in the same area based on chloroplast gene variations,JOURNAL OF FORESTRY RESEARCH,0,2021
Trees and/or networks to display intraspecific DNA sequence variation?,MOLECULAR ECOLOGY,37,2012
PHYLOGENY OF 19 INDIGENOUS SHEEP BREEDS IN XINJIANG INFERRED FROM CYTOCHROME B,JOURNAL OF ANIMAL AND PLANT SCIENCES-JAPS,1,2013
A new approach to exploratory data analysis in hominin phylogenetic reconstruction,JOURNAL OF HUMAN EVOLUTION,0,2023
"Evolutionary and ecological factors structure a plant-bumblebee network in a biodiversity hotspot, the Himalaya-Hengduan Mountains",FUNCTIONAL ECOLOGY,11,2021
"TAXONOMIC PARTITIONING OF DISCRETE-STATE PHYLOGENIES - RELATIONSHIPS OF THE APHID SUBTRIBES EULACHNINA AND SCHIZOLACHNINA (HOMOPTERA, APHIDIDAE, LACHNINAE)",ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,4,1990
paco: implementing Procrustean Approach to Cophylogeny in R,METHODS IN ECOLOGY AND EVOLUTION,83,2017
Tree-metrizable HGT networks,MATHEMATICAL BIOSCIENCES,1,2019
Long-term successional dynamics of microbial association networks in anaerobic digestion processes,WATER RESEARCH,165,2016
A Phylogeny-Informed Analysis of the Global Coral-Symbiodiniaceae Interaction Network Reveals that Traits Correlated with Thermal Bleaching Are Specific to Symbiont Transmission Mode,MSYSTEMS,6,2021
Finding high-impact interdisciplinary users based on friend discipline distribution in academic social networking sites,SCIENTOMETRICS,8,2019
Host specificity and interaction networks of insects feeding on seeds and fruits in tropical rainforests,OIKOS,9,2021
Network science inspires novel tree shape statistics,PLOS ONE,6,2021
Evolutionary history as a driver of ecological networks: a case study of plant-hummingbird interactions,OIKOS,9,2018
Insights on transmission of HIV from phylogenetic analysis to locally optimize HIV prevention strategies,CURRENT OPINION IN HIV AND AIDS,10,2018
Geographic variation in the robustness of pollination networks is mediated by modularity,GLOBAL ECOLOGY AND BIOGEOGRAPHY,17,2021
Disentangling the Relationship of the Australian Marsupial Orders Using Retrotransposon and Evolutionary Network Analyses,GENOME BIOLOGY AND EVOLUTION,29,2015
FlatNJ: A Novel Network-Based Approach to Visualize Evolutionary and Biogeographical Relationships,SYSTEMATIC BIOLOGY,7,2014
Clustering of fungal hexosaminidase enzymes based on free alignment method using MLP neural network,NEURAL COMPUTING & APPLICATIONS,3,2018
Worldwide host associations of the tick genus Ixodes suggest relationships based on environmental sharing rather than on co-phylogenetic events,PARASITES & VECTORS,2,2023
"Phylogeny and morphology of genus Nephrocytium (Sphaeropleales, Chlorophyceae, Chlorophyta) from China",PHYTOTAXA,4,2017
"Product platforms design, selection and customisation in high-variety manufacturing",INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,43,2020
Refining transcriptional regulatory networks using network evolutionary models and gene histories,ALGORITHMS FOR MOLECULAR BIOLOGY,11,2010
TMTCPT: The Tree Method based on the Taxonomic Categorization and the Phylogenetic Tree for fine-grained categorization,BIOSYSTEMS,2,2020
"Molecular analyses of the disjunctly distributed Osmunda regalis and O. japonica (Osmundaceae), with particular reference to introgression and hybridization",PLANT SYSTEMATICS AND EVOLUTION,2,2021
Dynamics of inter-farm transmission of highly pathogenic avian influenza H5N6 integrating vehicle movements and phylogenetic information,SCIENTIFIC REPORTS,9,2021
Predicting rates of interspecific interaction from phylogenetic trees,ECOLOGY LETTERS,88,2015
Counting and enumerating galled networks,DISCRETE APPLIED MATHEMATICS,10,2020
Structural and information-theoretic complexity measures of brain networks: Evolutionary aspects and implications,BIOSYSTEMS,0,2022
Constructing Minimal Phylogenetic Networks from Softwired Clusters is Fixed Parameter Tractable,ALGORITHMICA,14,2014
Biophysical constraints on the evolution of tissue structure and function,JOURNAL OF PHYSIOLOGY-LONDON,12,2014
Using consensus networks to visualize contradictory evidence for species phylogeny,MOLECULAR BIOLOGY AND EVOLUTION,147,2004
Parasite-host network analysis provides insights into the evolution of two mistletoe lineages (Loranthaceae and Santalaceae),PLANT DIVERSITY,0,2023
"Generation of Binary Tree-Child phylogenetic networks (vol 15, e1007347, 2019)",PLOS COMPUTATIONAL BIOLOGY,0,2019
Phylogenetic evaluation of three subspecies from the Mustela nivalis group,ZOOLOGICAL STUDIES,5,2006
Reconstructing One-Articulated Networks with Distance Matrices,JOURNAL OF COMPUTATIONAL BIOLOGY,1,2018
"PhyloCoalSimulations: A Simulator for Network Multispecies Coalescent Models, Including a New Extension for the Inheritance of Gene Flow",SYSTEMATIC BIOLOGY,2,2023
A family of interaction-adjusted indices of community similarity,ISME JOURNAL,31,2017
Hybrids and phylogenetics revisited: A statistical test of hybridization using quartets,SYSTEMATIC BOTANY,18,2007
The macroecology of phylogenetically structured hummingbird-plant networks,GLOBAL ECOLOGY AND BIOGEOGRAPHY,88,2015
Predicting horizontal gene transfers with perfect transfer networks,ALGORITHMS FOR MOLECULAR BIOLOGY,0,2024
phyr: Anrpackage for phylogenetic species-distribution modelling in ecological communities,METHODS IN ECOLOGY AND EVOLUTION,88,2020
Metabolic innovations towards the human lineage,BMC EVOLUTIONARY BIOLOGY,15,2008
Constructing optimal trees from quartets,JOURNAL OF ALGORITHMS-COGNITION INFORMATICS AND LOGIC,47,2001
Maximising phylogenetic diversity in the selection of networks of conservation areas,BIOLOGICAL CONSERVATION,234,2002
Using hybridization networks to retrace the evolution of Indo-European languages,BMC EVOLUTIONARY BIOLOGY,5,2016
Generation of Orchard and Tree-Child Networks,BULLETIN OF MATHEMATICAL BIOLOGY,0,2024
Reconstruction of certain phylogenetic networks from the genomes at their leaves,JOURNAL OF THEORETICAL BIOLOGY,12,2008
Modeling Logic Gene Networks by Means of Probabilistic Dynamic P Systems,INTERNATIONAL JOURNAL OF UNCONVENTIONAL COMPUTING,6,2013
Adapting simultaneous analysis phylogenomic techniques to study complex disease gene relationships,JOURNAL OF BIOMEDICAL INFORMATICS,2,2015
Comparison of multiple metagenomes using phylogenetic networks based on ecological indices,ISME JOURNAL,46,2010
Scalable phylogenetic profiling using MinHash uncovers likely eukaryotic sexual reproduction genes,PLOS COMPUTATIONAL BIOLOGY,14,2020
Phylogeography of the neotropical Anopheles triannulatus complex (Diptera: Culicidae) supports deep structure and complex patterns,PARASITES & VECTORS,25,2013
Block alignment: New representation and comparison method to study evolution of genomes,GENOMICS,0,2019
Missing gene identification using functional coherence scores,SCIENTIFIC REPORTS,4,2016
MITOCHONDRIAL PORTRAITS OF HUMAN-POPULATIONS USING MEDIAN NETWORKS,GENETICS,980,1995
Combining social and genetic networks to study HIV transmission in mixing risk groups,EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,4,2013
Genomic Colinearity and Transcriptional Regulatory Networks of BES1 Gene Family in Horticultural Plants Particularly Kiwifruit and Peach,HORTICULTURAE,1,2023
Approaches to detecting hybridization events and genetic introgression under phylogenetic incongruence,ZHURNAL OBSHCHEI BIOLOGII,0,2021
Comparative protein analysis of the chitin metabolic pathway in extant organisms: A complex network approach,BIOSYSTEMS,15,2010
The promiscuous evolutionary history of the family Bromoviridae,JOURNAL OF GENERAL VIROLOGY,45,2008
"GENES, TREES AND INFECTIONS - MOLECULAR EVIDENCE IN EPIDEMIOLOGY",TRENDS IN ECOLOGY & EVOLUTION,13,1994
Rahnuma: hypergraph-based tool for metabolic pathway prediction and network comparison,BIOINFORMATICS,58,2009
Phylogenetic constrains on Polyporus umbellatus-Armillaria associations,SCIENTIFIC REPORTS,8,2017
Digest: Frequent hybridization in Darevskia rarely leads to the evolution of asexuality,EVOLUTION,1,2022
PHYLOGENETIC STUDY OF DAMPIERA SPECIES BY WAGNER TREE ALGORITHM,PAKISTAN JOURNAL OF BOTANY,1,1992
A Resolution of the Static Formulation Question for the Problem of Computing the History Bound,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,1,2017
Reconstructing phylogeny from metabolic substrate-product relationships,BMC BIOINFORMATICS,10,2011
Pollinator restoration in Brazilian ecosystems relies on a small but phylogenetically-diverse set of plant families,SCIENTIFIC REPORTS,23,2019
The Use of Weighted Graphs for Large-Scale Genome Analysis,PLOS ONE,29,2014
The performance of phylogenetic algorithms in estimating haplotype genealogies with migration,MOLECULAR ECOLOGY,360,2011
Assessing riverine fish community diversity and stability by eDNA metabarcoding,ECOLOGICAL INDICATORS,1,2023
Evolutionary history and systematics of Acer section Acer -: a case study of low-level phylogenetics,PLANT SYSTEMATICS AND EVOLUTION,48,2007
The role of epiphytism in architecture and evolutionary constraint within mycorrhizal networks of tropical orchids,MOLECULAR ECOLOGY,166,2012
Anaplasma phagocytophilum evolves in geographical and biotic niches of vertebrates and ticks,PARASITES & VECTORS,79,2019
Determining the Origin of the Coffee Berry Borer Invasion of Hawaii,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,20,2015
Phylogenetic Structure of Soil Bacterial Communities along Age Sequence of Subtropical Cunninghamia Lanceolata Plantations,SUSTAINABILITY,6,2020
NeTaGFT: A similarity network-based method for trait analysis,METHODS IN ECOLOGY AND EVOLUTION,0,2024
"Discriminating Micropathogen Lineages and Their Reticulate Evolution through Graph Theory-Based Network Analysis: The Case of Trypanosoma cruzi, the Agent of Chagas Disease",PLOS ONE,4,2014
"SANS serif: alignment-free, whole-genome-based phylogenetic reconstruction",BIOINFORMATICS,7,2021
The structure of legume-rhizobium interaction networks and their response to tree invasions,AOB PLANTS,31,2016
Intraspecific structure of sable Martes zibellina L. Inferred from nucleotide variation of the mitochondrial DNA cytochrome b gene,RUSSIAN JOURNAL OF GENETICS,14,2010
"Nested coevolutionary networks shape the ecological relationships of ticks, hosts, and the Lyme disease bacteria of the Borrelia burgdorferi (s.l.) complex",PARASITES & VECTORS,26,2016
Reconstructing recombination network from sequence data: The small parsimony problem,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,7,2007
A Novel Approach to Phylogenetic Tress: d-Dimensional Geometric Steiner Tress,NETWORKS,14,2009
More Robust Co-Occurrence Patterns and Stronger Dispersal Limitations of Bacterial Communities in Wet than Dry Seasons of Riparian Wetlands,MSYSTEMS,12,2023
Genome-wide networks reveal emergence of epidemic strains of Salmonella Enteritidis,INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES,6,2022
Morphology of abdominal evaporatoria in larvae of some Lygaeoidea (Insecta: Hemiptera: Heteroptera):: function and bearing on classification,JOURNAL OF NATURAL HISTORY,6,2008
SeaView Version 4: A Multiplatform Graphical User Interface for Sequence Alignment and Phylogenetic Tree Building,MOLECULAR BIOLOGY AND EVOLUTION,4784,2010
On the existence of infinitely many universal tree-based networks,JOURNAL OF THEORETICAL BIOLOGY,11,2016
Predicting primate-parasite associations using exponentional random graph models,JOURNAL OF ANIMAL ECOLOGY,0,2023
Genome-scale reconstructions to assess metabolic phylogeny and organism clustering,PLOS ONE,4,2020
Biogeographic interpretation of splits graphs: Least squares optimization of branch lengths,SYSTEMATIC BIOLOGY,24,2005
Identification of Genetically Related HCV Infections Among Self-Described Injecting Partnerships,CLINICAL INFECTIOUS DISEASES,2,2022
In silico analysis reveals substantial variability in the gene contents of the gamma proteobacteria LexA-regulon,BIOINFORMATICS,64,2003
"Bioinformatics analysis of mycoplasma metabolism: Important enzymes, metabolic similarities, and redundancy",COMPUTERS IN BIOLOGY AND MEDICINE,13,2006
"Exploring Evolutionary Relationships within Neodermata Using Putative Orthologous Groups of Proteins, with Emphasis on Peptidases",TROPICAL MEDICINE AND INFECTIOUS DISEASE,3,2023
"Genetics do not reflect habitat differences in Riseriellus occultus (Heteronemertea, Nemertea) from Spain and Wales",MARINE BIOLOGY RESEARCH,12,2007
"Phylogeny and maternal donor of Kengyilia species (Poaceae: Triticeae) based on three cpDNA (matK, rbcL and trnH-psbA) sequences",BIOCHEMICAL SYSTEMATICS AND ECOLOGY,14,2012
Heterozygosity and phylogenetic relationship of Japanese threespine stickleback (Gasterosteus aculeatus) populations revealed by microsatellite analysis,CONSERVATION GENETICS,9,2005
Topo-phylogeny: Visualizing evolutionary relationships on a topographic landscape,PLOS ONE,5,2017
Ecology and Evolution Affect Network Structure in an Intimate Marine Mutualism,AMERICAN NATURALIST,18,2013
A framework to study and predict functional trait syndromes using phylogenetic and environmental data,METHODS IN ECOLOGY AND EVOLUTION,0,2024
A tensorial approach to the inversion of group-based phylogenetic models,BMC EVOLUTIONARY BIOLOGY,1,2014
Investigations on spreading of PRRSV among swine herds by improved minimum spanning network analysis,SCIENTIFIC REPORTS,11,2020
"Russula ahmadii (Basidiomycota, Russulales), a new species in section Ingratae and its ectomycorrhiza from coniferous forests of Pakistan",PHYTOTAXA,13,2017
COLLECTION OF SMALL-SUBUNIT (16S- AND 16S-LIKE) RIBOSOMAL-RNA STRUCTURES - 1994,NUCLEIC ACIDS RESEARCH,367,1994
Convergent evolution of gene networks by single-gene duplications in higher eukaryotes,EMBO REPORTS,85,2004
"Evolutionary Dynamics and Complicated Genetic Transmission Network Patterns of HIV-1 CRF01_AE among MSM in Shanghai, China",SCIENTIFIC REPORTS,43,2016
The evolutionary origins and catalytic importance of conserved electrostatic networks within TIM-barrel proteins,PROTEIN SCIENCE,28,2005
Plant-Pollinator Coextinctions and the Loss of Plant Functional and Phylogenetic Diversity,PLOS ONE,19,2013
Roads as conduits of functional and phylogenetic degradation in Caatinga,TROPICAL ECOLOGY,2,2023
Neutral biogeography of phylogenetically structured interaction networks,ECOGRAPHY,6,2017
Drivers and consequences of structure in plant-lemur ecological networks,JOURNAL OF ANIMAL ECOLOGY,1,2022
AcCNET (Accessory Genome Constellation Network): comparative genomics software for accessory genome analysis using bipartite networks,BIOINFORMATICS,35,2017
Floral and pollinator functional diversity mediate network structure along an elevational gradient,ALPINE BOTANY,0,2024
Genetic analysis of incident HIV-1 strains among injection drug users in Bangkok: Evidence for multiple transmission clusters during a period of high incidence,JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,27,2002
"Origin of Rosa x binaloudensis (Rosaceae), a new natural hybrid species from Iran",PHYTOTAXA,8,2019
"A phylogenomic perspective on gene tree conflict and character evolution in Caprifoliaceae using target enrichment data, with Zabelioideae recognized as a new subfamily",JOURNAL OF SYSTEMATICS AND EVOLUTION,40,2021
Pollen DNA metabarcoding reveals cryptic diversity and high spatial turnover in alpine plant-pollinator networks,MOLECULAR ECOLOGY,7,2023
How biologically relevant are interaction-based modules in protein networks?,GENOME BIOLOGY,46,2004
