Article Title,Source Title,"Times Cited, All Databases",Publication Year
Mitochondrial DNA sequence variations in some Italian wild boar populations,JOURNAL OF ANIMAL BREEDING AND GENETICS,9,2009
Patterning the dorsal-ventral axis of the wasp Nasonia vitripennis,DEVELOPMENTAL BIOLOGY,30,2013
"Molecular phylogeny of the widespread Martensia fragilis complex (Delesseriaceae, Rhodophyta) from the Indo-Pacific region reveals three new species of Martensia from Taiwan",EUROPEAN JOURNAL OF PHYCOLOGY,10,2013
Parallel or convergent evolution in human population genomic data revealed by genotype networks,BMC EVOLUTIONARY BIOLOGY,9,2016
A molecular transmission network of recent hepatitis C infection in people with and without HIV: Implications for targeted treatment strategies,JOURNAL OF VIRAL HEPATITIS,26,2017
Cophylogenetic analysis of New World ground-doves (Ayes: Columbidae) and their parasitic wing lice (Insecta: Phthiraptera: Columbicola),MOLECULAR PHYLOGENETICS AND EVOLUTION,19,2016
"Dealing with Discordant Genetic Signal Caused by Hybridisation, Incomplete Lineage Sorting and Paucity of Primary Nucleotide Homologies: A Case Study of Closely Related Members of the Genus Picris Subsection Hieracioides (Compositae)",PLOS ONE,14,2014
Intraspecific phylogeny and genetic variability of Culex quinquefasciatus Say (Diptera: Culicidae) with mitochondrial genes ND5 and COI,BOLETIN DE MALARIOLOGIA Y SALUD AMBIENTAL,5,2012
PHYLOGENETIC-RELATIONSHIPS AMONG COPRINOID TAXA AND ALLIES BASED ON DATA FROM RESTRICTION SITE MAPPING OF NUCLEAR RDNA,MYCOLOGIA,182,1994
Ancient Admixture in Freshwater Halfbeaks of the Genus Nomorhamphus in Southeast Sulawesi,ZOOLOGICAL SCIENCE,0,2022
"Testing for treeness: lateral gene transfer, phylogenetic inference, and model selection",BIOLOGY & PHILOSOPHY,11,2010
The hybrid number of a ploidy profile,JOURNAL OF MATHEMATICAL BIOLOGY,1,2022
Revisiting the Role of Transcription Factors in Coordinating the Defense Response Against Citrus Bark Cracking Viroid Infection in Commercial Hop (Humulus Lupulus L.),VIRUSES-BASEL,18,2019
Dynamic Epidemiological Networks: A Data Representation Framework for Modeling and Tracking of SARS-CoV-2 Variants,JOURNAL OF COMPUTATIONAL BIOLOGY,0,2023
Genome-wide analysis of the bHLH transcription factor family in Chinese cabbage (Brassica rapa ssp pekinensis),MOLECULAR GENETICS AND GENOMICS,116,2014
Highly multiplexed spatial mapping of microbial communities,NATURE,108,2020
Phylogenetic relationships among reindeer lichens of North America,LICHENOLOGIST,11,2016
Quantitative comparison of plasmodial migration and oscillatory properties across different slime molds,JOURNAL OF PHYSICS D-APPLIED PHYSICS,5,2018
"The RabGAP Gene Family in Tomato (Solanum lycopersicum) and Wild Relatives: Identification, Interaction Networks, and Transcriptional Analysis during Plant Development and in Response to Salt Stress",GENES,9,2019
Molecular phylogenetics and phylogeographic structure of Sumichrast's harvest mouse (Reithrodontomys sumichrasti: Cricetidae) based on mitochondrial and nuclear DNA sequences,MOLECULAR PHYLOGENETICS AND EVOLUTION,32,2013
Multi-gene phylogeny of the genus Lobaria: Evidence of species-pair and allopatric cryptic speciation in East Asia,AMERICAN JOURNAL OF BOTANY,26,2015
Phylogeography of the Microcoleus vaginatus (Cyanobacteria) from Three Continents - A Spatial and Temporal Characterization,PLOS ONE,48,2012
"Metabologenomics analysis of Pseudomonas sp. So3.2b, an Antarctic strain with bioactivity against Rhizoctonia solani",FRONTIERS IN MICROBIOLOGY,2,2023
Artificial neural networks as a too to study intraspecific divergence of hexaploid wheat Triticum spelta L. on the basis of C-banding patterns of chromosomes,BIOLOGICHESKIE MEMBRANY,3,2005
"Molecular phylogeography of endangered sharp-snouted pitviper (Deinagkistrodon acutus; Reptilia, Viperidae) in Mainland China",MOLECULAR PHYLOGENETICS AND EVOLUTION,53,2007
Functional and phylogenetic diversity of plant communities differently affect the structure of flower-visitor interactions and reveal convergences in floral traits,EVOLUTIONARY ECOLOGY,37,2015
Cross-Border Emergence of Escherichia coli Producing the Carbapenemase NDM-5 in Switzerland and Germany,JOURNAL OF CLINICAL MICROBIOLOGY,37,2021
From north to south and back: the role of the Balkans and other southern peninsulas in the recolonization of Europe by wild boar,JOURNAL OF BIOGEOGRAPHY,22,2015
The two faces of short-range evolutionary dynamics of regulatory modes in bacterial transcriptional regulatory networks,BIOESSAYS,2,2007
Pervasive Variation of Transcription Factor Orthologs Contributes to Regulatory Network Evolution,PLOS GENETICS,25,2015
In search of the biological significance of modular structures in protein networks,PLOS COMPUTATIONAL BIOLOGY,118,2007
Analysis of HIV-1 pol sequences from Panama: Identification of phylogenetic clusters within subtype B and detection of antiretroviral drug resistance mutations,INFECTION GENETICS AND EVOLUTION,29,2009
Dominant pollinators drive non-random community assembly and shared flower colour patterns in daisy communities,ANNALS OF BOTANY,31,2019
The WRKY transcription factor family and senescence in switchgrass,BMC GENOMICS,55,2015
Lake Tanganyika-A 'Melting Pot' of Ancient and Young Cichlid Lineages (Teleostei: Cichlidae)?,PLOS ONE,31,2015
Prediction of metabolic pathways from genome-scale metabolic networks,BIOSYSTEMS,26,2011
Methodological advances for hypothesis-driven ethnobiology,BIOLOGICAL REVIEWS,18,2021
Rare methanotrophs adapt to broader environmental gradients than abundant methanotrophs in the riparian zone of the Three Gorges Reservoir,LAND DEGRADATION & DEVELOPMENT,0,2024
Genetic Variation of the Long-Legged Flies Phacaspis mitis Complex (Diptera: Dolichopodidae) in Peninsular Thailand Inferred From Three Mitochondria! Genes,JOURNAL OF INSECT SCIENCE,2,2018
Abundant incongruence in a clade endemic to a biodiversity hotspot: Phylogenetics of the scrub mint clade (Lamiaceae),MOLECULAR PHYLOGENETICS AND EVOLUTION,0,2024
Large-scale analyses of heat shock transcription factors and database construction based on whole-genome genes in horticultural and representative plants,HORTICULTURE RESEARCH,21,2022
Plant phylogenetic diversity influences arthropod communities in tropical forest restoration plots,BIOTROPICA,0,2024
"Phylogenetic diversity of two geographically overlapping lichens: isolation by distance, environment, or fragmentation?",JOURNAL OF BIOGEOGRAPHY,11,2021
Homoplasy and adaptation in the atelid postcranium,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,48,1999
Unique transcriptome signature of Mycobacterium tuberculosis in pulmonary tuberculosis,INFECTION AND IMMUNITY,232,2006
Variable Proportions of Phylogenetic Clustering and Low Levels of Antiviral Drug Resistance among the Major HBV Sub-Genotypes in the Middle East and North Africa,PATHOGENS,5,2021
The Ways of Humans: Modelling the Fundamentals of Psychology and Social Relations,INTEGRATIVE PSYCHOLOGICAL AND BEHAVIORAL SCIENCE,7,2009
Reconstruction of ancestral protein interaction networks for the bZIP transcription factors,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,40,2007
Ecological integration of alien species into a tree-parasitic fungus network,BIOLOGICAL INVASIONS,34,2010
CLADISTIC-ANALYSIS OF TRITICEAE BY MEANS OF FARRIS DISTANCE WAGNER PROCEDURE,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,2,1982
"Molecular survey of coccidian infections of the side-blotched lizard Uta stansburiana on San Benito Oeste Island, Mexico",PARASITE,2,2018
New insights from molecular characterization of the tick Rhipicephalus (Boophilus) microplus in Brazil,REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,22,2016
"HIV-1 subtype diversity, transmitted drug resistance and phylogenetics in Australia",FUTURE VIROLOGY,4,2018
Intercontinental Spread of Asian-Origin H5N8 to North America through Beringia by Migratory Birds,JOURNAL OF VIROLOGY,312,2015
A Stochastic Simulator of Birth-Death Master Equations with Application to Phylodynamics,MOLECULAR BIOLOGY AND EVOLUTION,45,2013
"Cryptic species of the Eucypris virens species complex (Ostracoda, Crustacea) from Europe have invaded Western Australia",BIOLOGICAL INVASIONS,28,2012
Likelihood-Based Tests of Species Tree Hypotheses,MOLECULAR BIOLOGY AND EVOLUTION,0,2023
SHORT COMMUNICATION: Mitochondrial DNA D-loop sequence diversity and origin of Chinese pony breeds (Equus caballus),CANADIAN JOURNAL OF ANIMAL SCIENCE,2,2013
Time and Origin of Cichlid Colonization of the Lower Congo Rapids,PLOS ONE,55,2011
NEOANGIOGENESIS IN ANEURYSMATIC AUTOGENOUS VENOUS TRANSPLANTS,LANGENBECKS ARCHIV FUR CHIRURGIE,1,1991
MPGM: Scalable and Accurate Multiple Network Alignment,IEEE-ACM TRANSACTIONS ON COMPUTATIONAL BIOLOGY AND BIOINFORMATICS,6,2020
Two distinct mtDNA lineages of the blue crab reveal large-scale population structure in its native Atlantic distribution,ESTUARINE COASTAL AND SHELF SCIENCE,12,2017
"Networks and groups within the genus Neisseria:: Analysis of argF, recA, rho, and 16S rRNA sequences from human Neisseria species",MOLECULAR BIOLOGY AND EVOLUTION,97,1999
Genetic variation architecture of mitochondrial genome reveals the differentiation in Korean landrace and weedy rice,SCIENTIFIC REPORTS,13,2017
Species relationships in the dasyurid marsupial genus Pseudantechinus (Marsupialia :Dasyuridae): a re-examination of the taxonomic status of Pseudantechinus roryi,AUSTRALIAN JOURNAL OF ZOOLOGY,9,2017
"Phylogenomic insights into the temporal-spatial divergence history, evolution of leaf habit and hybridization in Stachyurus (Stachyuraceae)",MOLECULAR PHYLOGENETICS AND EVOLUTION,12,2020
A method for constructing phylogenetic networks of closely related nucleotide sequences: SSJ and its visualizing software PhyloNet,GENES & GENETIC SYSTEMS,0,2004
"Molecular phylogeny and species delimitation of the genus Tonkinacris (Orthoptera, Acrididae, Melanoplinae) from China",PLOS ONE,4,2021
"Seed Size, Fecundity and Postfire Regeneration Strategy Are Interdependent in Hakea",PLOS ONE,11,2015
PhyloPro2.0: a database for the dynamic exploration of phylogenetically conserved proteins and their domain architectures across the Eukarya,DATABASE-THE JOURNAL OF BIOLOGICAL DATABASES AND CURATION,7,2016
Exploring morphological evolution in relation to habitat moisture in the moss genus Fissidens using molecular data generated from herbarium specimens,JOURNAL OF SYSTEMATICS AND EVOLUTION,3,2023
The PRR family of transcriptional regulators reflects the complexity and evolution of plant circadian clocks,CURRENT OPINION IN PLANT BIOLOGY,86,2013
Inferring HIV-1 transmission networks and sources of epidemic spread in Africa with deep-sequence phylogenetic analysis,NATURE COMMUNICATIONS,40,2019
Reticulation-visible networks,ADVANCES IN APPLIED MATHEMATICS,24,2016
"Evaluation of the Systematic Status of Geographical Variations in Arcuphantes hibanus (Arachnida: Araneae: Linyphiidae), with Descriptions of Two New Species",ZOOLOGICAL SCIENCE,2,2017
First molecular characterization of Echinococcus granulosus (sensu stricto) genotype 1 among cattle in Sudan,BMC VETERINARY RESEARCH,15,2018
Phylogenetic relationships among cultivated Zanthoxylum species in China based on cpDNA markers,TREE GENETICS & GENOMES,32,2016
A Network Approach to Study Karyotypic Evolution: The Chromosomal Races of the Common Shrew (Sorex araneus) and House Mouse (Mus musculus) as Model Systems,SYSTEMATIC BIOLOGY,63,2010
Environment-host-microbial interactions shape the Sarracenia purpurea microbiome at the continental scale,ECOLOGY,11,2021
Genetic diversity among Elaeagnus compatible Frankia strains and sympatric-related nitrogen-fixing actinobacteria revealed by nifH sequence analysis,SOIL BIOLOGY & BIOCHEMISTRY,35,2007
Invariant antagonistic network structure despite high spatial and temporal turnover of interactions,ECOGRAPHY,30,2017
"Morphology and phylogeny of Bryophryoides ocellatus n. g., n. sp (Ciliophora, Colpodea) from in situ soil percolates of Idaho, USA",EUROPEAN JOURNAL OF PROTISTOLOGY,13,2014
The Buneman index via polyhedral split decomposition,ADVANCES IN APPLIED MATHEMATICS,2,2014
Origin of porcine circovirus type 2 (PCV2) from swine affected by PCV2-associated diseases in Croatia,VETERINARY RECORD,7,2014
"Congruence between molecular phylogeny and cuticular design in Echiniscoidea (Tardigrada, Heterotardigrada)",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,30,2013
HIV forensics: pitfalls and acceptable standards in the use of phylogenetic analysis as evidence in criminal investigations of HIV transmission,HIV MEDICINE,64,2007
Pleistocene extinctions and recent expansions in an anguid lizard of the genus Pseudopus,ZOOLOGICA SCRIPTA,28,2018
Genetic variation of mini- and microsatellites and a clonal structure in Enterocytozoon bieneusi population in foxes and raccoon dogs and population differentiation of the parasite between fur animals and humans,PARASITOLOGY RESEARCH,22,2016
Genome-wide characterization and analysis of bHLH transcription factors related to anthocyanin biosynthesis in spine grapes (Vitis davidii),SCIENTIFIC REPORTS,31,2021
Phylogeny and infrageneric delimitation in Spiraea (Rosaceae) inferred from AFLP markers and a comparison with morphology,BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,13,2017
Molecular Epidemiology and Clone Transmission of Carbapenem-Resistant Acinetobacter baumannii in ICU Rooms,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,17,2021
The Casuarina NIN gene is transcriptionally activated throughout Frankia root infection as well as in response to bacterial diffusible signals,NEW PHYTOLOGIST,57,2015
Analysis of resistance and phylogenetic clusters in HCV-2c infected patients within the Italian network Vironet C,DIGESTIVE AND LIVER DISEASE,0,2020
TREEEXP1.0: R Package for Analyzing Expression Evolution Based on RNA-Seq Data,JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,7,2016
Expansion of Vancomycin-Resistant Enterococcus faecium in an Academic Tertiary Hospital in Southwest Germany: a Large-Scale Whole-Genome-Based Outbreak Investigation,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,33,2019
Porphyromonas gingivalis Uses Specific Domain Rearrangements and Allelic Exchange to Generate Diversity in Surface Virulence Factors,FRONTIERS IN MICROBIOLOGY,36,2017
Dispersal is linked to habitat use in 59 species of water beetles (Coleoptera: Adephaga) on Madagascar,ECOGRAPHY,23,2015
Integrative network alignment reveals large regions of global network similarity in yeast and human,BIOINFORMATICS,213,2011
"Phylogenetic relationships among the species of the Cameroonian endemic freshwater crab genus Louisea Cumberlidge, 1994 (Crustacea, Brachyura, Potamonautidae), with notes on intraspecific morphological variation within two threatened species",ZOOKEYS,1,2022
"A new cryptic species of Asteronyx Muller and Troschel, 1842 (Echinodermata: Ophiuroidea), based on molecular phylogeny and morphology, from off Pacific Coast of Japan",ZOOLOGISCHER ANZEIGER,11,2018
Local Gene Regulation Details a Recognition Code within the LacI Transcriptional Factor Family,PLOS COMPUTATIONAL BIOLOGY,20,2010
Does a tree-like phylogeny only exist at the tips in the prokaryotes?,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,103,2004
"Genetic subdivision of the firefly, Luciola lateralis (Coleoptera:Lampyridae), in Korea determined by mitochondrial COI gene sequences",KOREAN JOURNAL OF GENETICS,15,2001
"Deep Mitochondrial and Morphological Differentiation of Herpetological Society Hemidactylus persicus Anderson, 1872 (Squamata: Gekkonidae) in Iran",HERPETOLOGICAL JOURNAL,2,2018
"Simultaneous speciation in the European high mountain flowering plant genus Facchinia (Minuartia s.l., Caryophyllaceae) revealed by genotyping-by-sequencing",MOLECULAR PHYLOGENETICS AND EVOLUTION,12,2017
"Genetic diversity, phylogeography, and maternal origin of yak (Bos grunniens)",BMC GENOMICS,0,2024
Relationship between biodiversity and ecosystem multifunctionality along the elevation gradient in alpine meadows on the eastern Qinghai-Tibetan plateau,ECOLOGICAL INDICATORS,18,2022
Comprehensive Analysis of Betula platyphylla Suk. PIF Gene Family and Their Potential Functions in Growth and Development,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,1,2022
"The Trichoderma harzianum demon: complex speciation history resulting in coexistence of hypothetical biological species, recent agamospecies and numerous relict lineages",BMC EVOLUTIONARY BIOLOGY,92,2010
"New Fossil Tingidae (Hemiptera: Heteroptera) from the Mid-Cretaceous of Myanmar, with Remarks on the Phylogenetic Relationships within the Family",INSECTS,3,2021
Phylogenetic utility of structural alterations found in the chloroplast genome of pear: hypervariable regions in a highly conserved genome,TREE GENETICS & GENOMES,32,2012
"Coordination of pinna, petiole, and root anatomical traits in 24 tropical-subtropical fern species",PHYSIOLOGIA PLANTARUM,0,2024
Metabolic diversity in a collection of wild and cultivated Brassica rapa subspecies,FRONTIERS IN MOLECULAR BIOSCIENCES,0,2022
Using phylogeographic link-prediction in primates to prioritize human parasite screening,AMERICAN JOURNAL OF BIOLOGICAL ANTHROPOLOGY,2,2023
"Complete mitogenomes of Turkish tree squirrels, Sciurus anomalus and S. vulgaris, (Sciuridae: Rodentia: Mammalia) and their phylogenetic status within the tribe Sciurini",GENE,2,2022
"Inferences on the phylogeography of the fungal pathogen Heterobasidion annosum, including evidence of interspecific horizontal genetic transfer and of human-mediated, long-range dispersal",MOLECULAR PHYLOGENETICS AND EVOLUTION,60,2008
Phylogenetic profiling of protein interaction networks in eukaryotic transcription factors reveals focal proteins being ancestral to hubs,GENE,9,2005
"Molecular evidence provides new insights into the evolutionary origin of an ancient traditional Chinese medicine, the domesticated Baizhi",FRONTIERS IN PLANT SCIENCE,0,2024
Unexpected complexity of the Reef-Building Coral Acropora millepora transcription factor network,BMC SYSTEMS BIOLOGY,8,2011
Motifs in the assembly of food web networks,OIKOS,26,2016
Restricted Trees: Simplifying Networks with Bottlenecks,BULLETIN OF MATHEMATICAL BIOLOGY,1,2011
"Phylotranscriptomics of Theaceae: generic-level relationships, reticulation and whole-genome duplication",ANNALS OF BOTANY,23,2022
Eastern Beringian biogeography: historical and spatial genetic structure of singing voles in Alaska,JOURNAL OF BIOGEOGRAPHY,25,2010
Community Assembly and Co-Occurrence Patterns of Microeukaryotes in Thermokarst Lakes of the Yellow River Source Area,MICROORGANISMS,5,2022
Body size predicts degree in ant-plant mutualistic networks,FUNCTIONAL ECOLOGY,43,2009
Comparative Genomics Reveals a Remarkable Biosynthetic Potential of the Streptomyces Phylogenetic Lineage Associated with Rugose-Ornamented Spores,MSYSTEMS,7,2021
Forest cover and connectivity have pervasive effects on the maintenance of evolutionary distinct interactions in seed dispersal networks,OIKOS,6,2022
Hyper conserved elements in vertebrate mRNA 3′-UTRs reveal a translational network of RNA-binding proteins controlled by HuR,NUCLEIC ACIDS RESEARCH,37,2013
Transnational conservation to anticipate future plant shifts in Europe,NATURE ECOLOGY & EVOLUTION,2,2024
Responses of Bacterial Communities to CuO Nanoparticles in Activated Sludge System,ENVIRONMENTAL SCIENCE & TECHNOLOGY,86,2017
When two trees go to war,JOURNAL OF THEORETICAL BIOLOGY,21,2011
Evolutionary Conservation and Emerging Functional Diversity of the Cytosolic Hsp70:J Protein Chaperone Network of Arabidopsis thaliana,G3-GENES GENOMES GENETICS,22,2017
Robustness to extinction and plasticity derived from mutualistic bipartite ecological networks,SCIENTIFIC REPORTS,23,2020
Distinct co-occurrence patterns of prokaryotic community between the waters and sediments in lakes with different salinity,FEMS MICROBIOLOGY ECOLOGY,23,2021
Invaders of pollination networks in the Galapagos Islands: emergence of novel communities,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,123,2013
"Population genetic structure and phylogenetic analysis of gray's pipefish, Halicampus grayi in the South China Sea",GENES & GENOMICS,3,2020
Gene Similarity Networks Unveil a Potential Novel Unicellular Group Closely Related to Animals from the Tara Oceans Expedition,GENOME BIOLOGY AND EVOLUTION,8,2020
"Epidemiological surveillance of HIV-1 transmitted drug resistance among newly diagnosed individuals in Shijiazhuang, northern China, 2014-2015",PLOS ONE,16,2018
Virocell Metabolism: Metabolic Innovations During Host-Virus Interactions in the Ocean,TRENDS IN MICROBIOLOGY,140,2016
Architecture of an Antagonistic Tree/Fungus Network: The Asymmetric Influence of Past Evolutionary History,PLOS ONE,73,2008
Improving intraspecific allele networks inferred by maximum parsimony,METHODS IN ECOLOGY AND EVOLUTION,3,2016
Deep divergence and apparent sex-biased dispersal revealed by a Y-linked marker in rainbow trout,MOLECULAR PHYLOGENETICS AND EVOLUTION,20,2010
Evolutionary history and precipitation seasonality shape niche overlap in Neotropical bat-plant pollination networks,BIOTROPICA,2,2023
Investigation of volatile fatty acids production in biological hydrolysis of waste activated sludge via microbial community network and fermentation pathway analyses,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,0,2024
Genetic structure and historical demography of the Pacific rudderfish Psenopsis anomala in the Northwestern Pacific Ocean,MARINE BIODIVERSITY,0,2023
Phylogenetic and Phenogenetic Diversity of Synechococcus along a Yellow Sea Section Reveal Its Environmental Dependent Distribution and Co-Occurrence Microbial Pattern,JOURNAL OF MARINE SCIENCE AND ENGINEERING,7,2021
Landscape of ROD9 Island: Functional annotations and biological network of hypothetical proteins in Salmonella enterica,COMPUTATIONAL BIOLOGY AND CHEMISTRY,1,2019
Patterns of Conservation and Diversification in the Fungal Polarization Network,GENOME BIOLOGY AND EVOLUTION,12,2018
CA-2+-BINDING PROTEINS AND CONTRACTILITY OF THE INFRACILIARY LATTICE IN PARAMECIUM,BIOLOGY OF THE CELL,52,1991
Genetic Assessment of Taxonomic Uncertainty in Painted Turtles,JOURNAL OF HERPETOLOGY,10,2015
"The role of environmental factors and genetic diversity on colonization success of a non-native fish, Lepomis gibbosus from western part of Turkey",BIOCHEMICAL SYSTEMATICS AND ECOLOGY,11,2015
Disentangling Reticulate Evolution in an Arctic-Alpine Polyploid Complex,SYSTEMATIC BIOLOGY,74,2009
"NEW INSIGHTS INTO THE PHYLOGEOGRAPHY OF THE OIL PALM PEST, Metisa plana TOWARDS ITS MANAGEMENT CONTROL",JOURNAL OF OIL PALM RESEARCH,4,2022
Responses of paddy soil bacterial community assembly to different long-term fertilizations in southeast China,SCIENCE OF THE TOTAL ENVIRONMENT,75,2019
Networks of coevolving sites in structural and functional domains of serpin proteins,MOLECULAR BIOLOGY AND EVOLUTION,34,2005
A New Way to Trace SARS-CoV-2 Variants Through Weighted Network Analysis of Frequency Trajectories of Mutations,FRONTIERS IN MICROBIOLOGY,5,2022
"Genetic diversity and population structure of Anopheles triannulatus s. l. in the department of Cordoba, Colombia, using DNA barcoding",BIOMEDICA,3,2018
Geographical widespread of two lineages of Taenia solium due to human migrations: Can population genetic analysis strengthen this hypothesis?,INFECTION GENETICS AND EVOLUTION,34,2009
Reticulate evolution in diploid and tetraploid species of Polystachya (Orchidaceae) as shown by plastid DNA sequences and low-copy nuclear genes,ANNALS OF BOTANY,52,2010
Comparative genomic analysis of collagen gene diversity,3 BIOTECH,20,2019
Determinants of HIV Phylogenetic Clustering in Chicago Among Young Black Men Who Have Sex With Men From the uConnect Cohort,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,11,2017
Interaction type influences ecological network structure more than local abiotic conditions: evidence from endophytic and endolichenic fungi at a continental scale,OECOLOGIA,56,2016
Profiling the antibody immune response against blood stage malaria vaccine candidates,CLINICAL CHEMISTRY,100,2007
Molecular evolution of the sex peptide network in Drosophila,JOURNAL OF EVOLUTIONARY BIOLOGY,16,2020
Transcriptome-Based Study on the Phylogeny and Hybridization of Marattialean Ferns (Marattiaceae),PLANTS-BASEL,0,2023
"Evolutionary history, potential intermediate animal host, and cross-species analyses of SARS-CoV-2",JOURNAL OF MEDICAL VIROLOGY,236,2020
"Genetic Diversity of the Atlantic Ghost Crab Ocypode quadrata (Decapoda: Ocypodidae) in Two Beaches With Different Anthropogenic Disturbance in the North Coast of Veracruz, Mexico",TROPICAL CONSERVATION SCIENCE,4,2017
Epidemiology in evolutionary time: the case of Wolbachia horizontal transmission between arthropod host species,JOURNAL OF EVOLUTIONARY BIOLOGY,44,2012
Convolutional neural network and texture descriptor-based automatic detection and diagnosis of glaucoma,EXPERT SYSTEMS WITH APPLICATIONS,48,2018
A novel subpopulation of Salmonella enterica serovar Infantis strains isolated from broiler chicken organs other than the gastrointestinal tract,VETERINARY MICROBIOLOGY,19,2015
Ancestral polymorphism and recent invasion of transposable elements in Drosophila species,BMC EVOLUTIONARY BIOLOGY,8,2012
AGeNNT: annotation of enzyme families by means of refined neighborhood networks,BMC BIOINFORMATICS,5,2017
BOP1-a key player of ribosomal biogenesis,CURRENT SCIENCE,0,2019
Recruitment and remodeling of an ancient gene regulatory network during land plant evolution,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,108,2013
Spicule network patterns of Phyllidia varicosa,SCIENCEASIA,3,2011
"Investigation of the Occurrence of Porcine Reproductive and Respiratory Virus in Swine Herds Participating in an Area Regional Control and Elimination Project in Ontario, Canada",TRANSBOUNDARY AND EMERGING DISEASES,18,2017
Novel methodology for construction and pruning of quasi-median networks,BMC BIOINFORMATICS,11,2008
Integrated network analysis reveals that exogenous cadmium-tolerant endophytic bacteria inhibit cadmium uptake in rice,CHEMOSPHERE,6,2022
An Evolutionary Framework for Carpel Developmental Control Genes,MOLECULAR BIOLOGY AND EVOLUTION,23,2017
Polyphenism of a Novel Trait Integrated Rapidly Evolving Genes into Ancestrally Plastic Networks,MOLECULAR BIOLOGY AND EVOLUTION,19,2021
Reconstructing horizontal gene flow network to understand prokaryotic evolution,OPEN BIOLOGY,1,2022
Identifying the conserved network of cis-regulatory sites of a eukaryotic genome,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,80,2005
Origins and evolution of modern biochemistry: insights from genomes and molecular structure,FRONTIERS IN BIOSCIENCE-LANDMARK,16,2008
Differential Evolutionary Constraints in the Evolution of Chemoreceptors: A Murine and Human Case Study,SCIENTIFIC WORLD JOURNAL,0,2014
Herbivory mediated by coupling between biomechanical traits of plants and grasshoppers,FUNCTIONAL ECOLOGY,73,2013
Molecular organization of neuronal cell types and neuromodulatory systems in the zebrafish telencephalon,CURRENT BIOLOGY,1,2024
Selecting networks of nature reserves:: methods do affect the long-term outcome,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,48,1999
Haplotype Explorer: an infection cluster visualization tool for spatiotemporal dissection of the COVID-19 pandemic,G3-GENES GENOMES GENETICS,0,2021
Consequences of tropical forest conversion to oil palm on soil bacterial community and network structure,SOIL BIOLOGY & BIOCHEMISTRY,60,2017
The International Dimension of the US HIV Transmission Network and Onward Transmission of HIV Recently Imported into the United States,AIDS RESEARCH AND HUMAN RETROVIRUSES,37,2016
Comprehensive genetic diversity and molecular evolutionary analysis of Theileria annulata isolates based on TAMS 1 gene,TICKS AND TICK-BORNE DISEASES,0,2023
"Phylogenetic Analysis of Human Immunodeficiency Virus from People Who Inject Drugs in Indonesia, Ukraine, and Vietnam: HPTN 074",CLINICAL INFECTIOUS DISEASES,5,2020
Self-organization and interareal networks in the primate cortex,EVOLUTION OF THE PRIMATE BRAIN: FROM NEURON TO BEHAVIOR,21,2012
Emerging methods in protein co-evolution,NATURE REVIEWS GENETICS,485,2013
Evolutionary patterns in prokaryotic genomes,CURRENT OPINION IN MICROBIOLOGY,35,2008
"Population Genetic Structure of Transcaucasian Mole Vole (Ellobius lutescens) Along Zagros Mountains, Iran",CONTEMPORARY PROBLEMS OF ECOLOGY,3,2018
"Sympatric divergence of the ergot fungus, Claviceps purpurea, populations infecting agricultural and nonagricultural grasses in North America",ECOLOGY AND EVOLUTION,10,2021
Historical human activities reshape evolutionary trajectories across both native and introduced ranges,ECOLOGY AND EVOLUTION,8,2020
ZmHOX32 is related to photosynthesis and likely functions in plant architecture of maize,FRONTIERS IN PLANT SCIENCE,1,2023
Embracing uncertainty: The way forward in plant fossil phylogenetics,AMERICAN JOURNAL OF BOTANY,0,2024
Integration of Anatomy Ontologies and Evo-Devo Using Structured Markov Models Suggests a New Framework for Modeling Discrete Phenotypic Traits,SYSTEMATIC BIOLOGY,45,2019
"Extreme mitochondrial population subdivision in southern Appalachian paleoendemic spiders (Araneae: Hypochilidae: Hypochilus), with implications for species delimitation",JOURNAL OF ARACHNOLOGY,41,2012
Harvesting Evolutionary Signals in a Forest of Prokaryotic Gene Trees,MOLECULAR BIOLOGY AND EVOLUTION,32,2011
