Article Title,Source Title,"Times Cited, All Databases",Publication Year
Genome-Wide Investigation of Spliceosomal SM/LSM Genes in Wheat (Triticum aestivum L.) and Its Progenitors,AGRONOMY-BASEL,0,2021
"Genome-wide identification, phylogenetic and expression analysis of the heat shock transcription factor family in bread wheat (Triticum aestivum L.)",BMC GENOMICS,33,2019
Genotyping Toxoplasma gondii with the B1 Gene in Naturally Infected Sheep from an Endemic Region in the Pacific Coast of Mexico,VECTOR-BORNE AND ZOONOTIC DISEASES,7,2017
Clarifying the source of Conicofrontia sesamoides Hampson (Lepidoptera: Noctuidae) population in South African sugarcane using morphological identification and mitochondrial DNA analysis,PHYTOPARASITICA,5,2017
Clarifying the Cryptic Host Specificity of Blastocystis spp. Isolates from Alouatta palliata and A. pigra Howler Monkeys,PLOS ONE,25,2017
"Distribution of Escherichia coli in a coastal lagoon (Venice, Italy): Temporal patterns, genetic diversity and the role of tidal forcing",WATER RESEARCH,20,2015
Towards a processual microbial ontology,BIOLOGY & PHILOSOPHY,54,2013
"Molecular differentiation and conservation of the Indochinese box turtles Cuora galbinifrons, Cuora bourreti, and Cuora picturata",SALAMANDRA,0,2023
Deep relationships between bacterial community and polycyclic aromatic hydrocarbons in soil profiles near typical coking plants,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,3,2023
"The Australasian dingo archetype: de novo chromosome-length genome assembly, DNA methylome, and cranial morphology",GIGASCIENCE,1,2023
Characterization of the rare microbiome of rice paddy soil from arsenic contaminated hotspot of West Bengal and their interrelation with arsenic and other geochemical parameters,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,2,2022
"Microbial Ecology of Sulfur Biogeochemical Cycling at a Mesothermal Hot Spring Atop Northern Himalayas, India",FRONTIERS IN MICROBIOLOGY,8,2022
Genome-Wide Identification and Expression Analysis of HD-ZIP I Gene Subfamily in Nicotiana tabacum,GENES,19,2019
"Functional differentiation and spatial-temporal co-expression networks of the NBS-encoding gene family in Jilin ginseng, Panax ginseng CA Meyer",PLOS ONE,16,2017
Oceanic currents drove population genetic connectivity of the brown alga Sargassum thunbergii in the north-west Pacific,JOURNAL OF BIOGEOGRAPHY,37,2017
"HIV Infection Linked to Injection Use of Oxymorphone in Indiana, 2014-2015",NEW ENGLAND JOURNAL OF MEDICINE,491,2016
"Early signaling, synthesis, transport and metabolism of ureides",JOURNAL OF PLANT PHYSIOLOGY,49,2016
Expansion of the gamma-gliadin gene family in Aegilops and Triticum,BMC EVOLUTIONARY BIOLOGY,20,2012
At the periphery of the amidohydrolase superfamily:: Bh0493 from Bacillus halodurans catalyzes the isomerization of D-galacturonate to D-tagaturonate,BIOCHEMISTRY,24,2008
THE EVOLUTION OF NEURAL CIRCUITS CONTROLLING FEEDING-BEHAVIOR IN FROGS,BRAIN BEHAVIOR AND EVOLUTION,63,1992
Transcriptome-Wide Identification and Integrated Analysis of a UGT Gene Involved in Ginsenoside Ro Biosynthesis in Panax ginseng,PLANTS-BASEL,0,2024
Phylogenomics and phylogeography of Menispermum (Menispermaceae),FRONTIERS IN PLANT SCIENCE,0,2023
Lifting the veil on arid-to-hyperarid Antarctic soil microbiomes: a tale of two oases,MICROBIOME,23,2020
Cross-Continental Dispersal of Major HIV-1 CRF01_AE Clusters in China,FRONTIERS IN MICROBIOLOGY,10,2020
"Predominance of G9P[8] rotavirus strains throughout France, 2014-2017",CLINICAL MICROBIOLOGY AND INFECTION,22,2018
Integrating restriction site-associated DNA sequencing (RAD-seq) with morphological cladistic analysis clarifies evolutionary relationships among major species groups of bee orchids,ANNALS OF BOTANY,47,2018
Clinical Mass Spectrometry in the Bioinformatics Era: A Hitchhiker's Guide,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,27,2018
Genetic similarity of hepatitis C virus and fibrosis progression in chronic and recurrent infection after liver transplantation,JOURNAL OF VIRAL HEPATITIS,14,2006
"Lentisphaera araneosa gen. nov., sp nov, a transparent exopolymer producing marine bacterium, and the description of a novel bacterial phylum, Lentisphaerae",ENVIRONMENTAL MICROBIOLOGY,118,2004
Amplicon sequencing allows differential quantification of closely related parasite species: an example from rodent Coccidia (Eimeria),PARASITES & VECTORS,0,2023
"Spike Formation Is a Turning Point Determining Wheat Root Microbiome Abundance, Structures and Functions",INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,2,2021
Two community types occur in gut microbiota of large-sample wild plateau pikas (Ochotona curzoniae),INTEGRATIVE ZOOLOGY,16,2022
Higher population genetic diversity within the algal symbiont Durusdinium in Pocillopora verrucosa from Mexican Pacific reefs correlates with higher resistance to bleaching after the El Nino 2015-16 event,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,3,2021
The craniomandibular anatomy of the early archosauriform Euparkeria capensis and the dawn of the archosaur skull,ROYAL SOCIETY OPEN SCIENCE,23,2020
Multi-locus sequencing reveals a novel Bartonella in mammals from the Superorder Xenarthra,TRANSBOUNDARY AND EMERGING DISEASES,9,2020
"The Effect of Pleistocene Climate Fluctuations on Distribution of European Abalone (Haliotis tuberculata), Revealed by Combined Mitochondrial and Nuclear Marker Analyses",BIOCHEMICAL GENETICS,5,2017
Recombination Is a Major Driving Force of Genetic Diversity in the Anaplasmataceae Ehrlichia ruminantium,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,14,2016
A Pluralistic Account of Homology: Adapting the Models to the Data,MOLECULAR BIOLOGY AND EVOLUTION,35,2014
"Resequencing, haplotype construction and identification of novel variants of CYP2D6 in Mexican Mestizos",PHARMACOGENOMICS,35,2011
"Multiple origins of European populations of the giant liver fluke Fascioloides magna (Trematoda: Fasciolidae), a liver parasite of ruminants",INTERNATIONAL JOURNAL FOR PARASITOLOGY,50,2011
Genotypes and antimicrobial-resistant phenotypes of Neisseria gonorrhoeae in Portugal (2004-2009),SEXUALLY TRANSMITTED INFECTIONS,28,2010
"Phylogeographic analyses suggest that a deciduous species (Ostryopsis davidiana Decne., Betulaceae) survived in northern China during the Last Glacial Maximum",JOURNAL OF BIOGEOGRAPHY,92,2009
"Analysis of genetic diversity of Furcellaria lumbricalis (Gigartinales, Rhodophyta) in the Baltic Sea by RAPD-PCR technique",PHYCOLOGIA,13,2000
"Genome-wide identification, classification and expression analysis of the heat shock transcription factor family in Garlic (Allium sativum L.)",BMC PLANT BIOLOGY,0,2024
Molecular epidemiology of infectious bursal disease virus in the Near East and Persian Gulf regions,AVIAN PATHOLOGY,1,2024
Identification and characterization of pathogens causing saffron corm rot in China,FRONTIERS IN MICROBIOLOGY,1,2023
Identification of Alfalfa SPL gene family and expression analysis under biotic and abiotic stresses,SCIENTIFIC REPORTS,11,2023
Transcriptome Profiling and TCP Family Analysis of Broomcorn Millet (Panicum miliaceum L.) Seedlings Under Hyperosmotic Stress,PLANT MOLECULAR BIOLOGY REPORTER,0,2023
Genome-Wide Identification of Wheat ZIP Gene Family and Functional Characterization of the TaZIP13-B in Plants,FRONTIERS IN PLANT SCIENCE,5,2021
"Molecular cloning, functional characterization, tissue expression and polymorphism analysis of buffalo PRDX6 gene",CZECH JOURNAL OF ANIMAL SCIENCE,1,2021
Expression Patterns and Gene Analysis of the Cellulose Synthase Gene Superfamily in Eucalyptus grandis,FORESTS,3,2021
"The ancient roots of nicotianamine: diversity, role, regulation and evolution of nicotianamine-like metallophores",METALLOMICS,21,2020
Characterization and optimization of bacterial cellulose produced by Acetobacter spp.,JOURNAL OF ENVIRONMENTAL BIOLOGY,6,2020
"Species delimitation in Amblyosyllis (Annelida, Syllidae)",PLOS ONE,17,2019
Vertebral Development in Paleozoic and Mesozoic Tetrapods Revealed by Paleohistological Data,PLOS ONE,23,2016
Insufficient discriminatory power of MALDI-TOF mass spectrometry for typing of Enterococcus faecium and Staphylococcus aureus isolates,JOURNAL OF MICROBIOLOGICAL METHODS,96,2014
Genotypes and Mouse Virulence of Toxoplasma gondii Isolates from Animals and Humans in China,PLOS ONE,120,2013
Protein kinases: which one is the memory molecule?,CELLULAR AND MOLECULAR LIFE SCIENCES,132,1999
Rhizosphere microbiome of forest trees is connected to their resistance to soil-borne pathogens,PLANT AND SOIL,7,2022
Comparative Whole-Genome Analysis of Neisseria gonorrhoeae Isolates Revealed Changes in the Gonococcal Genetic Island and Specific Genes as a Link to Antimicrobial Resistance,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,7,2022
Population genomic analyses reveal evidence for limited recombination in the Candida auris in nature,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,12,2022
Data integration and evolutionary analysis of long non-coding RNAs in 25 flowering plants,BMC GENOMICS,8,2021
Genetic diversity and population structure of Rhipicephalus sanguineus sensu lato across different regions of Colombia,PARASITES & VECTORS,10,2021
Genetic diversity and population structure analyses in the Alpine plum (Prunus brigantina Vill.) confirm its affiliation to the Armeniaca section,TREE GENETICS & GENOMES,7,2021
Fine Mapping of Lycopene Content and Flesh Color Related Gene and Development of Molecular Marker-Assisted Selection for Flesh Color in Watermelon (Citrullus lanatus),FRONTIERS IN PLANT SCIENCE,43,2019
The ropAe gene encodes a porin-like protein involved in copper transit in Rhizobium etli CFN42,MICROBIOLOGYOPEN,13,2018
Climatic Factors Drive Population Divergence and Demography: Insights Based on the Phylogeography of a Riparian Plant Species Endemic to the Hengduan Mountains and Adjacent Regions,PLOS ONE,24,2015
Paracoccus denitrificans possesses two BioR homologs having a role in regulation of biotin metabolism,MICROBIOLOGYOPEN,16,2015
Use of consensus sequences and genetic networks to identify members of the Bemisia tabaci cryptic species complex in Egypt and Syria,JOURNAL OF APPLIED ENTOMOLOGY,6,2012
Increased frequency of rotavirus G3P[8] and G12P[8] in Argentina during 2008-2009: Whole-genome characterization of emerging G12P[8] strains,JOURNAL OF CLINICAL VIROLOGY,46,2012
Gene Repertoire Evolution of Streptococcus pyogenes Inferred from Phylogenomic Analysis with Streptococcus canis and Streptococcus dysgalactiae,PLOS ONE,41,2012
Y-STR diversity in the Himalayas,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,14,2011
Phylogeography and genetic variation in the South American rodent Tympanoctomys barrerae (Rodentia: Octodontidae),JOURNAL OF MAMMALOGY,31,2010
Phylogeography of red deer (Cervus elaphus) in Europe,JOURNAL OF BIOGEOGRAPHY,122,2009
InPrePPI: an integrated evaluation method based on genomic context for predicting protein-protein interactions in prokaryotic genomes,BMC BIOINFORMATICS,24,2007
"Domain combinations in archaeal, eubacterial and eukaryotic proteomes",JOURNAL OF MOLECULAR BIOLOGY,422,2001
Genome-wide analysis of transmembrane 9 superfamily genes in wheat (Triticum aestivum) and their expression in the roots under nitrogen limitation and Bacillus amyloliquefaciens PDR1 treatment conditions,FRONTIERS IN PLANT SCIENCE,0,2024
Comparative genomic analysis of Chryseobacterium species: deep insights into plant- growth- promoting and halotolerant capacities,MICROBIAL GENOMICS,1,2023
Phylogeny and evolution of plant Phytochrome Interacting Factors (PIFs) gene family and functional analyses of PIFs in Brachypodium distachyon,PLANT CELL REPORTS,8,2022
Antibacterial Activity Prediction Model of Traditional Chinese Medicine Based on Combined Data-Driven Approach and Machine Learning Algorithm: Constructed and Validated,FRONTIERS IN MICROBIOLOGY,1,2021
Identification of Isoflavonoid Biosynthesis-Related R2R3-MYB Transcription Factors in Callerya speciosa (Champ. ex Benth.) Schot Using Transcriptome-Based Gene Coexpression Analysis,INTERNATIONAL JOURNAL OF GENOMICS,1,2021
Comparative genomic analysis reveals evolutionary and structural attributes of MCM gene family in Arabidopsis thaliana and Oryza sativa,JOURNAL OF BIOTECHNOLOGY,2,2021
Transcriptomic Analysis Reveals Candidate Genes Responsive to Sclerotinia scleroterum and Cloning of the Ss-Inducible Chitinase Genes in Morus laevigata,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,6,2020
"Bacterial steroid-17,20-desmolase is a taxonomically rare enzymatic pathway that converts prednisone to 1,4-androstanediene-3,11,17-trione, a metabolite that causes proliferation of prostate cancer cells",JOURNAL OF STEROID BIOCHEMISTRY AND MOLECULAR BIOLOGY,31,2020
Comprehensive Analysis of Soybean Mosaic Virus P3 Protein Interactors and Hypersensitive Response-Like Lesion-Inducing Protein Function,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,7,2019
An integrated omics analysis reveals molecular mechanisms that are associated with differences in seed oil content between Glycine max and Brassica napus,BMC PLANT BIOLOGY,24,2018
Molecular evolution of fibropapilloma-associated herpesviruses infecting juvenile green and loggerhead sea turtles,VIROLOGY,22,2018
Pretreatment integrase strand transfer inhibitor resistance in North Carolina from 2010-2016,AIDS,20,2017
HIV Transmission Patterns Among Immigrant Latinos Illuminated by the Integration of Phylogenetic and Migration Data,AIDS RESEARCH AND HUMAN RETROVIRUSES,19,2015
"Genome-wide identification of MAPK, MAPKK, and MAPKKK gene families and transcriptional profiling analysis during development and stress response in cucumber",BMC GENOMICS,92,2015
Mitochondrial DNA analysis of Rhipicephalus sanguineus sensu lato (Acari: Ixodidae) in the Southern Cone of South America,VETERINARY PARASITOLOGY,98,2012
Molecular genotyping of Toxoplasma gondii from Central and South America revealed high diversity within and between populations,INFECTION GENETICS AND EVOLUTION,107,2012
Phylogeography and allopatric divergence of cypress species (Cupressus L.) in the Qinghai-Tibetan Plateau and adjacent regions,BMC EVOLUTIONARY BIOLOGY,150,2010
"Implications of mitochondrial DNA polyphyly in two ecologically undifferentiated but morphologically distinct migratory birds, the masked and white-browed woodswallows Artamus spp. of inland Australia",JOURNAL OF AVIAN BIOLOGY,34,2006
"Genome-Wide Analysis of Aux/IAA Gene Family in Artemisia argyi: Identification, Phylogenetic Analysis, and Determination of Response to Various Phytohormones",PLANTS-BASEL,0,2024
Genetic diversity and differentiation of Dermatophagoides farinae (Astigmata: Pyroglyphidae) populations in different habitats,INTERNATIONAL JOURNAL OF ACAROLOGY,2,2023
"A new species of Nanhsiungchelys (Testudines: Cryptodira: Nanhsiungchelyidae) from the Upper Cretaceous of Nanxiong Basin, China",PEERJ,0,2023
Genome-Wide Comprehensive Analysis of the Nitrogen Metabolism Toolbox Reveals Its Evolution and Abiotic Stress Responsiveness in Rice (Oryza sativa L.),INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,5,2023
Genome-Wide Analysis of the Rab Gene Family in Melilotus albus Reveals Their Role in Salt Tolerance,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,2023
"AfLFY, a LEAFY homolog in Argyranthemum frutescens, controls flowering time and leaf development",SCIENTIFIC REPORTS,14,2020
Genetic relationships of the hydrocoral Millepora alcicornis and its symbionts within and between locations across the Atlantic,CORAL REEFS,15,2019
Development of a Web Tool for Escherichia coli Subtyping Based on fimH Alleles,JOURNAL OF CLINICAL MICROBIOLOGY,121,2017
Patterns of genetic variation and the role of selection in HTR1A and HTR1B in macaques (Macaca),BMC GENETICS,3,2014
Analysis of the genetic diversity of the nematode parasite Baylisascaris schroederi from wild giant pandas in different mountain ranges in China,PARASITES & VECTORS,27,2013
Morphological and Molecular Characterization of Globodera Populations from Oregon and Idaho,PHYTOPATHOLOGY,41,2011
Spatial Genetic Structure of the Surf Clam Paphia undulata in Thailand Waters,ZOOLOGICAL STUDIES,5,2011
"Salmonid genomes have a remarkably expanded akirin family, coexpressed with genes from conserved pathways governing skeletal muscle growth and catabolism",PHYSIOLOGICAL GENOMICS,47,2010
A New Anguilla Species and a Reanalysis of the Phylogeny of Freshwater Eels,ZOOLOGICAL STUDIES,40,2009
Identification of CmACL genes in melon and analysis of their potential functions in fruit sugar and acid accumulation,FRONTIERS IN PLANT SCIENCE,0,2023
Genetic Diversity and Phylogeography of Taenioides cirratus in Five Geographical Populations Based on Mitochondrial COI and Cytb Gene Sequences,JOURNAL OF APPLIED ICHTHYOLOGY,2,2023
Organic Farming Allows Balanced Fungal and Oomycetes Communities,MICROORGANISMS,1,2023
Versatile physiological functions of the Nudix hydrolase family in berry development and stress response in grapevine,JOURNAL OF INTEGRATIVE AGRICULTURE,7,2022
Functional conservation and divergence of SEPALLATA-like genes in the development of two-type florets in marigold,PLANT SCIENCE,3,2021
Lungworm seroprevalence in free-ranging harbour seals and molecular characterisation of marine mammal MSP,INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,18,2016
Evolution and Functional Insights of Different Ancestral Orthologous Clades of Chitin Synthase Genes in the Fungal Tree of Life,FRONTIERS IN PLANT SCIENCE,103,2016
Molecular Evidence for the Hybrid Origin of Ilex dabieshanensis (Aquifoliaceae),PLOS ONE,14,2016
A Taxonomy of Bacterial Microcompartment Loci Constructed by a Novel Scoring Method,PLOS COMPUTATIONAL BIOLOGY,212,2014
"The Influence of Pleistocene Climatic Changes and Ocean Currents on the Phylogeography of the Southern African Barnacle, Tetraclita serrata (Thoracica; Cirripedia)",PLOS ONE,17,2014
"NEW HYSTRICOGNATHOUS RODENTS FROM THE EARLY OLIGOCENE OF CENTRAL LIBYA (ZALLAH OASIS, SAHARA DESERT): SYSTEMATIC, PHYLOGENETIC, AND BIOCHRONOLOGIC IMPLICATIONS",ANNALS OF CARNEGIE MUSEUM,14,2012
Comparative genomics and concerted evolution of β-tubulin paralogs in Leishmania spp,BMC GENOMICS,16,2006
A novel molecular recognition motif necessary for targeting photoactivated phytochrome signaling to specific basic helix-loop-helix transcription factors,PLANT CELL,371,2004
Biosynthetic gene clusters with biotechnological applications in novel Antarctic isolates from Actinomycetota,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,0,2024
Chinese Domestic Ducks Evolved from Mallard Duck (Anas platyrhynchos) and Spot-Billed Duck (A. zonorhyncha),ANIMALS,2,2023
Morphological and Genetic Differentiation of Loliolus (Nipponololigo) beka (Cephalopoda: Loliginidae) in Coastal China,DIVERSITY-BASEL,0,2023
Evolution of a hybrid zone of two willow species (Salix L.) in the European Alps analyzed by RAD-seq and morphometrics,ECOLOGY AND EVOLUTION,4,2023
A Revised Phylogenetic Classification for Viola (Violaceae),PLANTS-BASEL,19,2022
The Comparative Survey of Coordinated Regulation of Steroidogenic Pathway in Japanese Flounder (Paralichthys olivaceus) and Chinese Tongue Sole (Cynoglossus semilaevis),INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,6,2022
Opposite response of maize ZmCCT to photoperiod due to transposon jumping,THEORETICAL AND APPLIED GENETICS,7,2021
Genome-wide identification and expression analysis of bHLH transcription factor family in response to cold stress in sweet cherry (Prunus avium L.),SCIENTIA HORTICULTURAE,32,2021
An experimental approach to assessing the impact of ecosystem engineers on biodiversity and ecosystem functions,ECOLOGY,14,2021
Lateral Root Initiation in the Parental Root Meristem of Cucurbits: Old Players in a New Position,FRONTIERS IN PLANT SCIENCE,13,2019
Cover cropping and no-till increase diversity and symbiotroph:saprotroph ratios of soil fungal communities,SOIL BIOLOGY & BIOCHEMISTRY,171,2019
"DREB2 (dehydration-responsive element-binding protein 2) type transcription factor in sorghum (Sorghum bicolor): genome-wide identification, characterization and expression profiles under cadmium and salt stresses",3 BIOTECH,25,2018
"Tomato Apical Leaf Curl Virus: A Novel, Monopartite Geminivirus Detected in Tomatoes in Argentina",FRONTIERS IN MICROBIOLOGY,26,2018
Species-Level Identification of Actinomyces Isolates Causing Invasive Infections: Multiyear Comparison of Vitek MS (Matrix-Assisted Laser Desorption Ionization-Time of Flight Mass Spectrometry) to Partial Sequencing of the 16S rRNA Gene,JOURNAL OF CLINICAL MICROBIOLOGY,15,2016
"Two Types of TNF-α Exist in Teleost Fish: Phylogeny, Expression, and Bioactivity Analysis of Type-II TNF-α3 in Rainbow Trout Oncorhynchus mykiss",JOURNAL OF IMMUNOLOGY,175,2013
"Repertoire, Genealogy and Genomic Organization of Cruzipain and Homologous Genes in Trypanosoma cruzi, T. cruzi-Like and Other Trypanosome Species",PLOS ONE,31,2012
Domain-Based Identification and Analysis of Glutamate Receptor Ion Channels and Their Relatives in Prokaryotes,PLOS ONE,22,2010
"From genetic structure to wetland conservation:: a freshwater isopod Paramphisopus palustris (Phreatoicidea: Amphisopidae) from the Swan Coastal Plain, Western Australia",HYDROBIOLOGIA,25,2007
Conserved DNA sequence analysis reveals the phylogeography and evolutionary events of Akebia trifoliata in the region across the eastern edge of the Tibetan Plateau and subtropical China,BMC ECOLOGY AND EVOLUTION,0,2024
Genome-wide identification of tea plant (Camellia sinensis) BAHD acyltransferases reveals their role in response to herbivorous pests,BMC PLANT BIOLOGY,0,2024
Multicopper oxidases with laccase-ferroxidase activity: Classification and study of ferroxidase activity determinants in a member from Heterobasidion annosum s. l.,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,2,2023
"The Morphology, Genetic Diversity, and Distribution of Ulva meridionalis (Ulvaceae, Chlorophyta) in Chinese Seas",JOURNAL OF MARINE SCIENCE AND ENGINEERING,2,2022
Near-shore island lizard fauna shaped by a combination of human-mediated and natural dispersal,JOURNAL OF BIOGEOGRAPHY,5,2023
In silico analysis of carotenoid biosynthesis pathway in cassava (Manihot esculenta Crantz),JOURNAL OF GENETICS,3,2022
Comparative Transcriptomics Unveil the Crucial Genes Involved in Coumarin Biosynthesis in Peucedanum praeruptorum Dunn,FRONTIERS IN PLANT SCIENCE,11,2022
Metabolomics Tools Assisting Classic Screening Methods in Discovering New Antibiotics from Mangrove Actinomycetia in Leizhou Peninsula,MARINE DRUGS,15,2021
"Variation analysis of norovirus among children with diarrhea in rural Hebei Province, north of China",INFECTION GENETICS AND EVOLUTION,7,2017
The influence of geological movements on the population differentiation of Biston panterinaria (Lepidoptera: Geometridae),JOURNAL OF BIOGEOGRAPHY,16,2016
Global analysis of WRKY transcription factor superfamily in Setaria identifies potential candidates involved in abiotic stress signaling,FRONTIERS IN PLANT SCIENCE,83,2015
CcpA-dependent carbon catabolite repression in bacteria,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,266,2003
Comparative genomic analysis of Chryseobacterium species: deep insights into plant- growth- promoting and halotolerant capacities,MICROBIAL GENOMICS,0,2023
Evolutionary conservation of Trichomonas-mycoplasma symbiosis across the host species barrier,FRONTIERS IN MICROBIOLOGY,0,2023
The population genomic analyses of chloroplast genomes shed new insights on the complicated ploidy and evolutionary history in Fragaria,FRONTIERS IN PLANT SCIENCE,4,2023
Diatom endemism and taxonomic turnover: Assessment in high-altitude alpine lakes covering a large geographical range,SCIENCE OF THE TOTAL ENVIRONMENT,6,2023
Mechanistic insights into the digestion of complex dietary fibre by the rumen microbiota using combinatorial high-resolution glycomics and transcriptomic analyses,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,9,2022
Genetic diversity of mitochondrial D-LOOP sequences in the spotted scat (Scatophagus argus) from different geographical populations along the northern coast of the South China Sea,JOURNAL OF APPLIED ICHTHYOLOGY,7,2021
Diversity pattern of Plasmodium knowlesi merozoite surface protein 4 (MSP4) in natural population of Malaysia,PLOS ONE,11,2019
Possible transmission of Sarcoptes scabiei between herbivorous Japanese serows and omnivorous Caniformia in Japan: a cryptic transmission and persistence?,PARASITES & VECTORS,11,2019
Increased methane concentration alters soil prokaryotic community structure along an artificial pH gradient,ANNALS OF MICROBIOLOGY,7,2019
The recombination dynamics of Staphylococcus aureus inferred from spA gene,BMC MICROBIOLOGY,14,2016
Multi-gene sequence analysis and phenotypic diversity of Phaeoacremonium species isolated from grapevines in Spain,EUROPEAN JOURNAL OF PLANT PATHOLOGY,3,2013
Modeling an evolutionary conserved circadian cis-element,PLOS COMPUTATIONAL BIOLOGY,29,2008
"Complex patterns of colonization and refugia revealed for European grayling Thymallus thymallus, based on complete sequencing of the mitochondrial DNA control region",MOLECULAR ECOLOGY,106,2002
Genome-wide identification and expression analyses of the pectate lyase (PL) gene family in Fragaria vesca,BMC GENOMICS,1,2023
The Histone Acetyltransferase HpGCN5 Involved in the Regulation of Abiotic Stress Responses and Astaxanthin Accumulation in Haematococcus pluvialis,FRONTIERS IN PLANT SCIENCE,2,2022
Genetic Diversity and Potential Paths of Transmission of Mycobacterium bovis in the Amazon: The Discovery of M. bovis Lineage Lb1 Circulating in South America,FRONTIERS IN VETERINARY SCIENCE,2,2021
Novel coronavirus disease (COVID-19) pandemic: A recent mini review,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,28,2021
Comparative analysis of sucrose phosphate synthase (SPS) gene family between Saccharum officinarum and Saccharum spontaneum,BMC PLANT BIOLOGY,29,2020
Analysis of MADS-box genes revealed modified flowering gene network and diurnal expression in pineapple,BMC GENOMICS,26,2020
Protease-Inhibitor Interaction Predictions: Lessons on the Complexity of Protein-Protein Interactions,MOLECULAR & CELLULAR PROTEOMICS,11,2017
"Evolutionary and natural history of the turtle frog, Myobatrachus gouldii, a bizarre myobatrachid frog in the southwestern Australian biodiversity hotspot",PLOS ONE,4,2017
Coalescent Simulation and Paleodistribution Modeling for Tabebuia rosealba Do Not Support South American Dry Forest Refugia Hypothesis,PLOS ONE,11,2016
Bioprospecting of Actinobacterial Diversity and Antibacterial Secondary Metabolites from the Sediments of Four Saline Lakes on the Northern Tibetan Plateau,MICROORGANISMS,0,2023
Expression profile of the NCED/CCD genes in chickpea and lentil during abiotic stress reveals a positive correlation with increased plant tolerance,PLANT SCIENCE,1,2023
Divergent Response Strategies of CsABF Facing Abiotic Stress in Tea Plant: Perspectives From Drought-Tolerance Studies,FRONTIERS IN PLANT SCIENCE,8,2021
Discovery of a Fungal Copper Radical Oxidase with High Catalytic Efficiency toward 5-Hydroxymethylfurfural and Benzyl Alcohols for Bioprocessing,ACS CATALYSIS,41,2020
Indochinese-Sundaic faunal transition and phylogeographical divides north of the Isthmus of Kra in Southeast Asian Bulbuls (Aves: Pycnonotidae),JOURNAL OF BIOGEOGRAPHY,31,2016
Assessing the HIV-1 Epidemic in Brazilian Drug Users: A Molecular Epidemiology Approach,PLOS ONE,15,2015
Inferring an Evolutionary Tree of Uveal Melanoma From Genomic Copy Number Aberrations,INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE,15,2015
Three Medicago MtFUL genes have distinct and overlapping expression patterns during vegetative and reproductive development and 35S:MtFULb accelerates flowering and causes a terminal flower phenotype in Arabidopsis,FRONTIERS IN GENETICS,32,2015
A New Phylogeographic Pattern of Endemic Bufo bankorensis in Taiwan Island Is Attributed to the Genetic Variation of Populations,PLOS ONE,25,2014
Genotyping and phylogenetic analysis of Pneumocystis jirovecii isolates from India,INFECTION GENETICS AND EVOLUTION,6,2010
The Laptev Sea walrus Odobenus rosmarus laptevi: an enigma revisited,ZOOLOGICA SCRIPTA,38,2009
Comparative phylogeography of Atlantic reef fishes indicates both origin and accumulation of diversity in the Caribbean,BMC EVOLUTIONARY BIOLOGY,91,2008
Identification of the Maize PP2C Gene Family and Functional Studies on the Role of ZmPP2C15 in Drought Tolerance,PLANTS-BASEL,0,2024
Comprehensive Characterization of B-Box Zinc Finger Genes in Citrullus lanatus and Their Response to Hormone and Abiotic Stresses,PLANTS-BASEL,1,2023
The geographic range size and vulnerability to extinction of angiosperm epiphytes in the Atlantic Forest of Brazil,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1,2023
Evolution and functional analysis of the GRAS family genes in six Rosaceae species,BMC PLANT BIOLOGY,2,2022
"Genotype distribution and evolutionary analysis of rotavirus associated with acute diarrhea outpatients in Hubei, China, 2013-2016",VIROLOGICA SINICA,2,2022
Fine details of the choanocyte filter apparatus in asconoid calcareous sponges (Porifera: Calcarea) revealed by ruthenium red fixation,ZOOLOGY,6,2022
Genetic variability and phylogenetic analysis among strains of deformed wing virus infesting honey bees and other organisms,SAUDI JOURNAL OF BIOLOGICAL SCIENCES,0,2021
"Origin, genetic diversity and evolution of Andaman local duck, a native duck germplasm of an insular region of India",PLOS ONE,7,2021
Complex genetic encoding of the hepatitis B virus on-drug persistence,SCIENTIFIC REPORTS,3,2020
