Article Title,Source Title,"Times Cited, All Databases",Publication Year
Genetic diversity of Bartonella spp. in vampire bats from Brazil,TRANSBOUNDARY AND EMERGING DISEASES,27,2019
New directions in island biogeography,GLOBAL ECOLOGY AND BIOGEOGRAPHY,62,2016
Genomic characterization of WRKY transcription factors related to secoiridoid biosynthesis in Gentiana macrophylla,BMC PLANT BIOLOGY,1,2024
Genomic insights into linezolid-resistant Enterococci revealed its evolutionary diversity and poxtA copy number heterogeneity,INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,2,2023
"The phylogenetic and phylogeographic landscape of the beak and feather disease virus, 1996-2022",INFECTION GENETICS AND EVOLUTION,0,2023
Developing a bioinformatics pipeline for comparative protein classification analysis,BMC GENOMIC DATA,1,2022
"Distinct Bottom-Water Bacterial Communities at Methane Seeps With Various Seepage Intensities in Haima, South China Sea",FRONTIERS IN MARINE SCIENCE,7,2021
Isomin: a novel cytoplasmic intermediate filament protein from an arthropod species,BMC BIOLOGY,18,2011
Characterization of beech ectomycorrhizae formed by species of the Pachyphloeus-Amylascus lineage,MYCORRHIZA,5,2009
The Double-Stranded DNA Virosphere as a Modular Hierarchical Network of Gene Sharing,MBIO,124,2016
"Revision of Corynosoma australe Johnston, 1937 (Acanthocephala: Polymorphidae) from a North American population using novel SEM images, Energy Dispersive X-ray Analysis, and molecular analysis",HELMINTHOLOGIA,0,2023
A Pilot Study: Changes of Intestinal Microbiota of Patients With Non-small Cell Lung Cancer in Response to Osimertinib Therapy,FRONTIERS IN MICROBIOLOGY,5,2020
Mitochondrial control region diversity in Polish sheep breeds,ARCHIVES ANIMAL BREEDING,10,2016
Geographical pattern of isolation and diversification in karst habitat islands: a case study in the Primulina eburnea complex,JOURNAL OF BIOGEOGRAPHY,62,2015
SARS-CoV-2 transmission routes from genetic data: A Danishcase study,PLOS ONE,16,2020
Historical biogeography of the arid-adapted velvet ant Sphaeropthalma arota (Hymenoptera: Mutillidae) reveals cryptic species,JOURNAL OF BIOGEOGRAPHY,31,2012
Genomic Epidemiology of SARS-CoV-2 From Mainland China With Newly Obtained Genomes From Henan Province,FRONTIERS IN MICROBIOLOGY,3,2021
Evolutionary pattern of Macaca fascicularis in Southeast Asia inferred using Y-chromosomal gene,BMC ECOLOGY AND EVOLUTION,7,2021
Community and structural constraints on the complexity of eastern North American forests,GLOBAL ECOLOGY AND BIOGEOGRAPHY,26,2020
Evolutionary analysis and structural insights in Brain type Cytochrome P450/Aromatase of Stinging catfish Heteropneustes fossilis,RESEARCH JOURNAL OF BIOTECHNOLOGY,0,2015
Unearthing the historical biogeography of Mediterranean earthworms (Annelida: Hormogastridae),JOURNAL OF BIOGEOGRAPHY,31,2015
The evolutionary history of kinetoplastids and their kinetoplasts,MOLECULAR BIOLOGY AND EVOLUTION,100,2002
Inferring species interaction networks from species abundance data: A comparative evaluation of various statistical and machine learning methods,ECOLOGICAL INFORMATICS,46,2010
"Trait-matching models predict pairwise interactions across regions, not food web properties",GLOBAL ECOLOGY AND BIOGEOGRAPHY,0,2024
Soil bacterial communities in alpine wetlands in arid Central Asia remain stable during the seasonal freeze-thaw period,ECOLOGICAL INDICATORS,2,2023
HIV-1 Drug Resistance and Genetic Transmission Networks Among MSM Failing Antiretroviral Therapy in South China 2014-2019,INFECTION AND DRUG RESISTANCE,13,2021
Leptospira spp. strains associated with Bovine Genital Leptospirosis (BGL),MICROBIAL PATHOGENESIS,3,2022
"Biogeographic, Driving Factors, Assembly, and Co-occurrence Patterns of Archaeal Community in Biocrusts",FRONTIERS IN MICROBIOLOGY,3,2022
"Genome-wide identification, phylogeny and expression analysis of AP2/ERF transcription factors family in Brachypodium distachyon",BMC GENOMICS,57,2016
Predicting direct and indirect non-target impacts of biocontrol agents using machine-learning approaches,PLOS ONE,5,2021
Spatial patterns of genetic differentiation in Brachionus calyciflorus species complex collected from East China in summer,HYDROBIOLOGIA,23,2010
Spatiotemporal dynamics of HIV-1 transmission in France (1999-2014) and impact of targeted prevention strategies,RETROVIROLOGY,43,2017
Identification and Characterization of Major Bile Acid 7α-Dehydroxylating Bacteria in the Human Gut,MSYSTEMS,13,2022
Reticulate evolution patterns in western-Eurasian beeches,BOTANICA HELVETICA,15,2010
Analysis of Coevolving Gene Families Using Mutually Exclusive Orthologous Modules,GENOME BIOLOGY AND EVOLUTION,4,2011
Handedness-dependent functional organizational patterns within the bilateral vestibular cortical network revealed by fMRI connectivity based parcellation,NEUROIMAGE,33,2018
Decreased aminoacylation in pathology-related mutants of mitochondrial tRNATyr is associated with structural perturbations in tRNA architecture,RNA,10,2008
Identification and relative contributions of environmental driving factors for abundant and rare bacterial taxa to thermal stratification evolution,ENVIRONMENTAL RESEARCH,1,2023
Genome-wide sequence and expressional analysis of autophagy Gene family in bread wheat (Triticum aestivum L.),JOURNAL OF PLANT PHYSIOLOGY,34,2018
Reorganization of seagrass communities in a changing climate,NATURE PLANTS,4,2023
Genetic Background of Kirgiz Ethnic Group From Northwest China Revealed by Mitochondrial DNA Control Region Sequences on Massively Parallel Sequencing,FRONTIERS IN GENETICS,1,2022
Measuring the subgingival microbiota in periodontitis patients: Comparison of the surface layer and the underlying layers,MICROBIOLOGY AND IMMUNOLOGY,13,2020
Interleukin-37 gene variants segregated anciently coexist during hominid evolution,EUROPEAN JOURNAL OF HUMAN GENETICS,15,2015
"The western painted turtle genome, a model for the evolution of extreme physiological adaptations in a slowly evolving lineage",GENOME BIOLOGY,290,2013
"Biodiversity hotspots and conservation efficiency of a large drainage basin: Distribution patterns of species richness and conservation gaps analysis in the Yangtze River Basin, China",CONSERVATION SCIENCE AND PRACTICE,9,2022
Green Tea Liquid Consumption Alters the Human Intestinal and Oral Microbiome,MOLECULAR NUTRITION & FOOD RESEARCH,102,2018
Association between Soil Physicochemical Properties and Bacterial Community Structure in Diverse Forest Ecosystems,MICROORGANISMS,0,2024
Cross-Species Analysis of Protein Dynamics Associated with Hydride and Proton Transfer in the Catalytic Cycle of the Light-Driven Enzyme Protochlorophyllide Oxidoreductase,BIOCHEMISTRY,14,2016
"Global and local evolutionary dynamics of Dengue virus serotypes 1, 3, and 4",EPIDEMIOLOGY AND INFECTION,0,2023
A deep learning ensemble for function prediction of hypothetical proteins from pathogenic bacterial species,COMPUTATIONAL BIOLOGY AND CHEMISTRY,10,2019
Dominance of electroactive microbiomes in bioelectrochemical remediation of hydrocarbon-contaminated soils with different textures,CHEMOSPHERE,36,2019
Radiation of the Tnt1 retrotransposon superfamily in three Solanaceae genera,BMC EVOLUTIONARY BIOLOGY,18,2007
Crop types and irrigation regimes as drivers of plastisphere bacterial communities in plastic-mulching croplands of subtropical China,APPLIED SOIL ECOLOGY,2,2023
"Identification, Expression and Co-Expression Analysis of R2R3-MYB Family Genes Involved in Graft Union Formation in Pecan (Carya illinoinensis)",FORESTS,16,2020
Prevention of Nosocomial Transmission of Norovirus by Strategic Infection Control Measures,INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY,35,2011
Evolution of RADIALIS and DIVARICATA gene lineages in flowering plants with an expanded sampling in non-core eudicots,AMERICAN JOURNAL OF BOTANY,15,2019
A Genomic Approach to Examine the Complex Evolution of Laurasiatherian Mammals,PLOS ONE,28,2011
"Analysis of the genetic stock structure and phylogenetic relationship of narrow-barred Spanish mackerel Scomberomorus commerson (Lacepede, 1800) along the northern Tanzanian coastal waters using mitochondrial DNA",REGIONAL STUDIES IN MARINE SCIENCE,8,2021
In-silico analysis of mt-CO1 gene of Taenia hydatigena sheep isolates,HELMINTHOLOGIA,1,2021
Probing Carbon Utilization of Cordyceps militaris by Sugar Transportome and Protein Structural Analysis,CELLS,13,2020
A conserved loop in polynucleotide phosphorylase (PNPase) essential for both RNA and ADP/phosphate binding,BIOCHIMIE,15,2014
ARBUTUS MENZIESII (ERICACEAE) FACILITATES REGENERATION DYNAMICS IN MIXED EVERGREEN FORESTS BY PROMOTING MYCORRHIZAL FUNGAL DIVERSITY AND HOST CONNECTIVITY,AMERICAN JOURNAL OF BOTANY,49,2012
Variation of human mitochondrial DNA: Distribution of hot spots in hypervariable segment I of the major noncoding region,RUSSIAN JOURNAL OF GENETICS,6,2001
Embryonic neurogenesis in echinoderms,WILEY INTERDISCIPLINARY REVIEWS-DEVELOPMENTAL BIOLOGY,39,2018
An important connection between network motifs and parsimony models,"RESEARCH IN COMPUTATIONAL MOLECULAR BIOLOGY, PROCEEDINGS",16,2006
Soil type and pH mediated arable soil bacterial compositional variation across geographic distance in North China Plain,APPLIED SOIL ECOLOGY,13,2022
"Population Genetics of Phlebotomus papatasi from Endemic and Nonendemic Areas for Zoonotic Cutaneous Leishmaniasis in Morocco, as Revealed by Cytochrome Oxidase Gene Subunit I Sequencing",MICROORGANISMS,8,2020
Genetic Diversity of Maternal Lineage in the Endangered Kiso Horse Based on Polymorphism of the Mitochondrial DNA D-Loop Region,JOURNAL OF VETERINARY MEDICAL SCIENCE,13,2014
"Response of prokaryotic communities to extreme precipitation events in an urban coastal lagoon: A case study of Yundang lagoon, China",SCIENCE OF THE TOTAL ENVIRONMENT,15,2020
RETICULOENDOTHELIAL STROMA OF THE HEAD-KIDNEY FROM THE SEAWATER TELEOST GILTHEAD SEABREAM (SPARUS-AURATA L) - AN ULTRASTRUCTURAL AND CYTOCHEMICAL STUDY,ANATOMICAL RECORD,63,1995
Genetic Structure of Water Chestnut Beetle: Providing Evidence for Origin of Water Chestnut,PLOS ONE,4,2016
Phylogeography and virulence structure of the powdery mildew population on its 'new' host triticale,BMC EVOLUTIONARY BIOLOGY,40,2012
Diameters of phloem sieve elements can predict stem growth rates of woody plants,TREE PHYSIOLOGY,1,2022
Genome-wide analyses of genes encoding FK506-binding proteins reveal their involvement in abiotic stress responses in apple,BMC GENOMICS,16,2018
The Populus trichocarpa PtHSP17.8 involved in heat and salt stress tolerances,PLANT CELL REPORTS,37,2016
HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,AIDS RESEARCH AND HUMAN RETROVIRUSES,7,2016
Metabolic Comparison and Molecular Networking of Antimicrobials in Streptomyces Species,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,0,2024
"Virophages, polintons, and transpovirons: a complex evolutionary network of diverse selfish genetic elements with different reproduction strategies",VIROLOGY JOURNAL,87,2013
Temporal assembly patterns of microbial communities in three parallel bioreactors treating low-concentration coking wastewater with differing carbon source concentrations,JOURNAL OF ENVIRONMENTAL SCIENCES,3,2024
Genome-wide gene phylogeny of CIPK family in cassava and expression analysis of partial drought-induced genes,FRONTIERS IN PLANT SCIENCE,62,2015
Genome-wide survey and expression analysis of Dof transcription factor family in sweetpotato shed light on their promising functions in stress tolerance,FRONTIERS IN PLANT SCIENCE,7,2023
Coestimating Reticulate Phylogenies and Gene Trees from Multilocus Sequence Data,SYSTEMATIC BIOLOGY,88,2018
Phylogeography of chukar partridge (Alectoris chukar) in China based on mtDNA control region,MITOCHONDRIAL DNA PART A,3,2017
Vertebrate Cranial Placodes as Evolutionary Innovations-The Ancestor's Tale,NEURAL CREST AND PLACODES,30,2015
Phylogenetic reconstruction of Mycobacterium tuberculosis within four settings of the Caribbean region: tree comparative analyse and first appraisal on their phylogeography,INFECTION GENETICS AND EVOLUTION,24,2004
Secondary contact after allopatric divergence explains avian speciation and high species diversity in the Himalayan-Hengduan Mountains,MOLECULAR PHYLOGENETICS AND EVOLUTION,18,2020
Automatic Inference of Sound Correspondence Patterns across Multiple Languages,COMPUTATIONAL LINGUISTICS,11,2019
Characterization of x-type high-molecular-weight glutenin promoters (x-HGP) from different genomes in Triticeae,SPRINGERPLUS,1,2013
Genomic epidemiology of Neisseria gonorrhoeae with reduced susceptibility to cefixime in the USA: a retrospective observational study,LANCET INFECTIOUS DISEASES,169,2014
"Sediment depth-related variations of comammox Nitrospira: Evidence in the Three Gorges Reservoir, China",SCIENCE OF THE TOTAL ENVIRONMENT,0,2023
"Pretreatment human immunodeficiency virus type 1 (HIV-1) drug resistance in transmission clusters of the Cologne-Bonn region, Germany",CLINICAL MICROBIOLOGY AND INFECTION,8,2019
Flower visitation by hoverflies (Diptera: Syrphidae) in a temperate plant-pollinator network,PEERJ,79,2018
"High-throughput, energy-efficient network-on-chip-based hardware accelerators",SUSTAINABLE COMPUTING-INFORMATICS & SYSTEMS,7,2013
D2 Receptors Receive Paracrine Neurotransmission and Are Consistently Targeted to a Subset of Synaptic Structures in an Identified Neuron of the Crustacean Stomatogastric Nervous System,JOURNAL OF COMPARATIVE NEUROLOGY,24,2010
Parthenogenomics: Insights on mutation rates and nucleotide diversity in parthenogenetic Panagrolaimus nematodes,ECOLOGY AND EVOLUTION,0,2024
Characteristics and interplay of esophageal microbiota in esophageal squamous cell carcinoma,BMC CANCER,11,2022
"Genetic network analysis between Apis mellifera subspecies based on mtDNA argues the purity of specimens from North Africa, the Levant and Saudi Arabia",SAUDI JOURNAL OF BIOLOGICAL SCIENCES,7,2021
Shared HCV Transmission Networks Among HIV-1-Positive and HIV-1-Negative Men Having Sex With Men by Ultra-deep Sequencing,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,11,2019
Citrus postbloom fruit drop in commercial orchards in the Brazilian Amazonas state,TROPICAL PLANT PATHOLOGY,0,2023
Population genetics comparison of Lilioceris cheni (Coleoptera: Chrysomelidae) colonies released onto Dioscorea bulbifera in Southeastern USA,BIOCONTROL SCIENCE AND TECHNOLOGY,0,2023
Discovering Putative Peptides Encoded from Noncoding RNAs in Ribosome Profiling Data of Arabidopsis thaliana,ACS SYNTHETIC BIOLOGY,6,2018
HIV Transmission Networks in the San Diego-Tijuana Border Region,EBIOMEDICINE,49,2015
Inferring predator-prey interactions in food webs,METHODS IN ECOLOGY AND EVOLUTION,37,2019
"Haplotype diversity and distribution pattern of Oecophylla smaragdina (Fabricius) (Hymenoptera, Formicidae) in Bangladesh based on mitochondrial COI genes",JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,1,2021
Genetic diversity and lack of molecular evidence for hemoplasma cross-species transmission between wild and synanthropic mammals from Central-Western Brazil,ACTA TROPICA,25,2020
Root Endophyte Shift and Key Genera Discovery in Rice under Barnyardgrass Stress,RICE SCIENCE,2,2023
Metabolic connectivity as a driver of host and endosymbiont integration,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,28,2015
Bacterial Communities in Stream Biofilms in a Degrading Grassland Watershed on the Qinghai-Tibet Plateau,FRONTIERS IN MICROBIOLOGY,12,2020
Hexaploid sweetpotato (Ipomoea batatas (L.) Lam.) may not be a true type to either auto- or allopolyploid,PLOS ONE,15,2020
Phylogeography of the Large White-bellied Rat Niviventer excelsior Suggests the Influence of Pleistocene Glaciations in the Hengduan Mountains,ZOOLOGICAL SCIENCE,32,2010
"High Prevalence of HIV-1 Drug Resistance and Dynamics of Transmission Among High-Risk Populations in Port-au-Prince, Haiti",JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,2,2020
Assembly Patterns of the Rhizosphere Microbiome Along the Longitudinal Root Axis of Maize (Zea mays L.),FRONTIERS IN MICROBIOLOGY,56,2021
"Phylogenetic Relatedness of Circulating HIV-1C Variants in Mochudi, Botswana",PLOS ONE,25,2013
The responses of cadmium phytotoxicity in rice and the microbial community in contaminated paddy soils for the application of different long-term N fertilizers,CHEMOSPHERE,33,2020
Origin and diversification of the basic helix-loop-helix gene family in metazoans: insights from comparative genomics,BMC EVOLUTIONARY BIOLOGY,259,2007
A novel maternal lineage revealed in sheep (Ovis aries),ANIMAL GENETICS,131,2005
"HIV-1 molecular transmission network and drug resistance in Chongqing, China, among men who have sex with men (2018-2021)",VIROLOGY JOURNAL,0,2023
Variations of Soil Microbial Community Structures Beneath Broadleaved Forest Trees in Temperate and Subtropical Climate Zones,FRONTIERS IN MICROBIOLOGY,17,2017
Transcriptome analysis reveals that PbMYB61 and PbMYB308 are involved in the regulation of lignin biosynthesis in pear fruit stone cells,PLANT JOURNAL,3,2023
First Report of Domoic Acid Production from Pseudo-nitzschia multistriata in Paracas Bay (Peru),TOXINS,7,2021
"Population genetics and sympatric divergence of the freshwater gudgeon, Gobiobotia filifer, in the Yangtze River inferred from mitochondrial DNA",ECOLOGY AND EVOLUTION,4,2020
Genetic diversity estimation of Yunnan indigenous goat breeds using microsatellite markers,ECOLOGY AND EVOLUTION,20,2019
Comparative genomics of the Komagataeibacter strains-Efficient bionanocellulose producers,MICROBIOLOGYOPEN,48,2019
Identification and characterization of the autophagy-related genes Atg12 and Atg5 in hydra,INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,4,2017
Phylogenetics of Allopolyploids,"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 48",33,2017
Indole-3-acetamide-dependent auxin biosynthesis: A widely distributed way of indole-3-acetic acid production?,EUROPEAN JOURNAL OF CELL BIOLOGY,70,2010
Differentiation of Myxobolus spp. (Myxozoa: Myxobolidae) infecting roach (Rutilus rutilus) in Hungary,PARASITOLOGY RESEARCH,43,2010
"Molecular genetic relationships of the extinct ostrich, Struthio camelus syriacus: consequences for ostrich introductions into Saudi Arabia",ANIMAL CONSERVATION,23,1999
Birds of a feather flock together: a dataset for Clock and Adcyap1 genes from migration genetics studies,SCIENTIFIC DATA,0,2023
"A new species of the red alga Erythrotrichia (Erythropeltales, Rhodophyta) from Korea: Erythrotrichia johnawestii sp. nov. and observations in culture",BOTANICA MARINA,0,2023
Bactrocera dorsalis in the Indian Ocean: A tale of two invasions,EVOLUTIONARY APPLICATIONS,7,2023
Genome-wide identification of the CDPK gene family reveals the CDPK-RBOH pathway potential involved in improving chilling tolerance in peach fruit,PLANT PHYSIOLOGY AND BIOCHEMISTRY,10,2022
Affective and discriminative touch: a reappraisal,CURRENT OPINION IN BEHAVIORAL SCIENCES,11,2022
Genome sequence and evolution of Betula platyphylla,HORTICULTURE RESEARCH,60,2021
Uncovering a hidden diversity: a new species of freshwater shrimp Macrobrachium (Decapoda: Caridea: Palaemonidae) from Neotropical region (Brazil) revealed by morphological review and mitochondrial genes analyses,ZOOTAXA,18,2020
Host susceptibility to snake fungal disease is highly dispersed across phylogenetic and functional trait space,SCIENCE ADVANCES,51,2017
An integrated evolutionary analysis of miRNA-lncRNA in mammals,MOLECULAR BIOLOGY REPORTS,29,2014
Effect of different sampling strategies for a single geographic region in Yemen on standard genetic analyses of mitochondrial DNA sequence data,MITOCHONDRIAL DNA,2,2011
SPECIES-SPECIFIC PATTERNS OF HYPEROSTOSIS IN MARINE TELEOST FISHES,MARINE BIOLOGY,60,1995
"MAPK Gene Family in Lactuca sativa: Genome-Wide Identification, Regulatory Network, and Expression Patterns in Stem Development and Stress Responses",HORTICULTURAE,3,2022
"Phylogeography and ecological niche modeling reveal evolutionary history of Leiolepis ocellata (Squamata, Leiolepidae)",ECOLOGY AND EVOLUTION,4,2021
Habitat Selection and Genetic Structure of the Endangered Frog Species Odorrana wuchuanensis (Anura: Ranidae),ZOOLOGICAL SCIENCE,5,2019
Genome-Wide Analysis of the GRF Family Reveals Their Involvement in Abiotic Stress Response in Cassava,GENES,27,2018
Nematode-Trapping Fungi,MICROBIOLOGY SPECTRUM,60,2017
"The nervous system of Tricladida .3. Neuroanatomy of Dendrocoelum lacteum and Polycelis tenuis (Plathelminthes, Paludicola): An immunocytochemical study",ZOOMORPHOLOGY,21,1996
Publication trends in global biodiversity research on protected areas,BIOLOGICAL CONSERVATION,5,2023
Evolution of natural lifespan variation and molecular strategies of extended lifespan in yeast,ELIFE,10,2021
"Genome-wide identification, and characterization of the CDPK gene family reveal their involvement in abiotic stress response in Fragaria x ananassa",SCIENTIFIC REPORTS,32,2020
"pH affects bacterial community composition in soils across the Huashan Watershed, China",CANADIAN JOURNAL OF MICROBIOLOGY,7,2016
New methods for inferring population dynamics from microbial sequences,INFECTION GENETICS AND EVOLUTION,24,2007
Mitochondrial DNA sequence variation among the subspecies of Sarus Crane (Grus antigone),AUK,24,1996
"Dispersion patterns of SARS-CoV-2 variants Gamma, Lambda and Mu in Latin America and the Caribbean",NATURE COMMUNICATIONS,0,2024
Independent recruitment of FRUITFULL-like transcription factors in the convergent origins of vernalization-responsive grass flowering,MOLECULAR PHYLOGENETICS AND EVOLUTION,1,2023
Genome-wide study of pineapple (Ananas comosusL.) bHLH transcription factors indicates that cryptochrome-interacting bHLH2 (AcCIB2) participates in flowering time regulation and abiotic stress response,BMC GENOMICS,23,2020
Pre-Columbian zoonotic enteric parasites: An insight into Puerto Rican indigenous culture diets and life styles,PLOS ONE,15,2020
A novel numerical representation for proteins: Three-dimensional Chaos Game Representation and its Extended Natural Vector,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,7,2020
Mechanistic Insights into Interactions between Bacterial Class I P450 Enzymes and Redox Partners,ACS CATALYSIS,72,2018
Phylogeny of the Southeast Asian endemic genus Neocinnamomum H. Liu (Lauraceae),PLANT SYSTEMATICS AND EVOLUTION,19,2010
Extensive polymorphism of ABO blood group gene: Three major lineages of the alleles for the common ABO phenotypes,HUMAN GENETICS,116,1996
"Genome-wide identification, classification and expression analysis of the JmjC domain-containing histone demethylase gene family in Jatropha curcas L.",SCIENTIFIC REPORTS,5,2022
"Genetic variation of two weevil pests of sweet potato, Cylas formicarius (Coleoptera: Brentidae) and Euscepes postfasciatus (Coleoptera: Curculionidae), in Japan based on mitochondrial DNA",APPLIED ENTOMOLOGY AND ZOOLOGY,0,2021
Genetic diversity of codling moth Cydia pomonella L. (Lepidoptera: Tortricidae populations in Turkey,TURKISH JOURNAL OF ZOOLOGY,7,2020
Diaphorina citri (Hemiptera: Psylloidea) in China: Two Invasion Routes and Three Transmission Paths,JOURNAL OF ECONOMIC ENTOMOLOGY,6,2019
Analysis of the Prefoldin Gene Family in 14 Plant Species,FRONTIERS IN PLANT SCIENCE,18,2016
Whole-Genome Identification and Analysis of Multiple Gene Families Reveal Candidate Genes for Theasaponin Biosynthesis in Camellia oleifera,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,2022
"Phylogenetic, functional and structural characterization of a GH10 xylanase active at extreme conditions of temperature and alkalinity",COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,9,2021
Male aggression varies with consortship rate and habitat in a dolphin social network,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,9,2019
"Genetic diversity of Philippine Gracilaria salicornia (Gracilariaceae, Rhodophyta) based on mitochondrial COI-5P sequences",BIOLOGIA,4,2019
"High genetic diversity in the harvestman Geraeocormobius sylvarum (Arachnida, Opiliones, Gonyleptidae) from subtropical forests in north-eastern Argentina revealed by mitochondrial DNA sequences",JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,8,2015
Extreme population subdivision despite high colonization ability: contrasting regional patterns in intertidal tardigrades from the west coast of North America,JOURNAL OF BIOGEOGRAPHY,21,2015
Microsatellite analysis of Latial Olea europaea L. cultivars,PLANT BIOSYSTEMS,16,2013
Comparison between two PCR-based bacterial identification methods through artificial neural network data analysis,JOURNAL OF CLINICAL LABORATORY ANALYSIS,5,2008
Plastiphily is linked to generic virulence traits of important human pathogenic fungi,COMMUNICATIONS EARTH & ENVIRONMENT,0,2024
"Salix transect of Europe: structured genetic variation and isolation-by-distance in the nettle psyllid, Trioza urticae (Psylloidea, Hemiptera), from Greece to Arctic Norway",BIODIVERSITY DATA JOURNAL,7,2017
Characterization of new Salmonella serovars by whole-genome sequencing and traditional typing techniques,JOURNAL OF MEDICAL MICROBIOLOGY,21,2016
Genetic diversity and population differentiation of Capparis spinosa (Capparaceae) in Northwestern China,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,17,2016
Genetic host specificity of hepatitis E virus,INFECTION GENETICS AND EVOLUTION,15,2014
Cloning and characterization of three novel WSSV recognizing lectins from shrimp Marsupenaeus japonicus,FISH & SHELLFISH IMMUNOLOGY,101,2010
Antennal Transcriptome of the Fruit-Sucking Moth Eudocima materna: Identification of Olfactory Genes and Preliminary Evidence for RNA-Editing Events in Odorant Receptors,GENES,3,2022
Chromosome-Level Genome Assembly for Acer pseudosieboldianum and Highlights to Mechanisms for Leaf Color and Shape Change,FRONTIERS IN PLANT SCIENCE,13,2022
"Molecular systematics and phylogeography of the genusAlburnusHeckel, 1843 (Teleostei, Leuciscidae) in Turkey",MITOCHONDRIAL DNA PART A,15,2020
Japanese subgingival microbiota in health vs disease and their roles in predicted functions associated with periodontitis,ODONTOLOGY,42,2020
Low Levels of Polymorphisms and Negative Selection in Plasmodum knowlesi Merozoite Surface Protein 8 in Malaysian Isolates,KOREAN JOURNAL OF PARASITOLOGY,2,2019
Multiplexed pancreatic genome engineering and cancer induction by transfection-based CRISPR/Cas9 delivery in mice,NATURE COMMUNICATIONS,154,2016
Radiation and Functional Diversification of Alpha Keratins during Early Vertebrate Evolution,MOLECULAR BIOLOGY AND EVOLUTION,71,2012
The application of molecular data to the phylogenetic delimitation of species in bryophytes: A note of caution,PHYTOTAXA,60,2010
Selection footprint in the FimH adhesin shows pathoadaptive niche differentiation in Escherichia coli,MOLECULAR BIOLOGY AND EVOLUTION,89,2004
Genome-uvide identification of apple auxin receptor family genes and functional characterization of MdAFB1,HORTICULTURAL PLANT JOURNAL,1,2023
Host age and surrounding vegetation affect the community and colonization rates of arbuscular mycorrhizal fungi in a temperate grassland,NEW PHYTOLOGIST,10,2021
The genome of Nautilus pompilius illuminates eye evolution and biomineralization,NATURE ECOLOGY & EVOLUTION,34,2021
Population Genetics of Konosirus punctatus in Chinese Coastal Waters Inferred From Two mtDNA Genes (COI and Cytb),FRONTIERS IN MARINE SCIENCE,12,2020
NAC Family Transcription Factors in Carrot: Genomic and Transcriptomic Analysis and Responses to Abiotic Stresses,DNA AND CELL BIOLOGY,7,2020
Divergent evolutionary patterns of the MAPK cascade genes in Brassica rapa and plant phylogenetics,HORTICULTURE RESEARCH,23,2017
Influence of host diet and phylogeny on parasite sharing by fish in a diverse tropical floodplain,PARASITOLOGY,17,2016
"Genetic diversity, enzyme profiles and yield loss due to Cladobotryum isolates associated with cob web disease of edible mushrooms",SYDOWIA,2,2015
The diversity of rice phytocystatins,MOLECULAR GENETICS AND GENOMICS,12,2014
Molecular systematics and plumage coloration evolution of an enigmatic babbler (Pomatorhinus ruficollis) in East Asia,MOLECULAR PHYLOGENETICS AND EVOLUTION,15,2014
Differential sequence diversity at merozoite surface protein-1 locus of Plasmodium knowlesi from humans and macaques in Thailand,INFECTION GENETICS AND EVOLUTION,24,2013
Mitochondrial-type iron-sulfur cluster biosynthesis genes (IscS and IscU) in the apicomplexan Cryptosporidium parvum,MICROBIOLOGY-SGM,82,2003
Response of bacterial communities to shrub encroachment and forage planting in alpine grassland of the Qinghai-Tibetan Plateau,ECOLOGICAL ENGINEERING,1,2023
"Occurrence and ecological implication of a tropical anguillid eel, Anguilla marmorata, in Brunei Darussalam, Borneo Island",ZOOLOGIA,10,2020
Characterization of genes coding for galacturonosyltransferase-like (GATL) proteins in rice,GENES & GENOMICS,9,2016
"Sex determination in annual fishes: Searching for the master sex-determining gene in Austrolebias charrua (Cyprinodontiformes, Rivulidae)",GENETICS AND MOLECULAR BIOLOGY,7,2014
"Compartments in a marine food web associated with phylogeny, body mass, and habitat structure",ECOLOGY LETTERS,184,2009
Meta-analysis of dispensable essential genes and their interactions with bypass suppressors,LIFE SCIENCE ALLIANCE,0,2023
Plasma virome and the risk of blood-borne infection in persons with substance use disorder,NATURE COMMUNICATIONS,7,2021
Trophic interrelationships drive the biogeography of protistan community in agricultural ecosystems,SOIL BIOLOGY & BIOCHEMISTRY,20,2021
